loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.525021, 0.496949, 0.440947, 0.550166, 283.92 M Ops, 42.32 M Ops, 5.69 M Ops, 1.0899 M, 0.4332 %, 64.25 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.585259, 0.537273, 0.460295, 0.513664, 283.92 M Ops, 39.38 M Ops, 5.69 M Ops, 1.0899 M, 0.4356 %, 61.61 uJ
