epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.445422,0.445422,1.000000,0.577813,0.577813,0.000000,0.000000,0.752812,0.577087
1,0.419628,0.419628,1.000000,0.566970,0.566970,0.000000,0.000000,0.731545,0.567020
2,0.412841,0.412841,1.000000,0.563910,0.563910,0.000000,0.000000,0.725861,0.563458
3,0.408610,0.408610,1.000000,0.564164,0.564164,0.000000,0.000000,0.723486,0.563157
4,0.405949,0.405949,1.000000,0.562258,0.562258,0.000000,0.000000,0.719571,0.562780
5,0.404752,0.404752,1.000000,0.563889,0.563889,0.000000,0.000000,0.724805,0.563784
6,0.404397,0.404397,1.000000,0.558991,0.558991,0.000000,0.000000,0.712017,0.559485
7,0.402223,0.402223,1.000000,0.561460,0.561460,0.000000,0.000000,0.718074,0.562060
8,0.402351,0.402351,1.000000,0.561236,0.561236,0.000000,0.000000,0.714757,0.561722
9,0.400449,0.400449,1.000000,0.561312,0.561312,0.000000,0.000000,0.717250,0.561310
