epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.470194,0.470194,1.000000,0.620595,0.620595,0.000000,0.000000,0.840755,0.619944
1,0.441876,0.441876,1.000000,0.600362,0.600362,0.000000,0.000000,0.799217,0.600496
2,0.431919,0.431919,1.000000,0.586099,0.586099,0.000000,0.000000,0.772255,0.585689
3,0.426007,0.426007,1.000000,0.583718,0.583718,0.000000,0.000000,0.765642,0.582741
4,0.421060,0.421060,1.000000,0.575914,0.575914,0.000000,0.000000,0.753759,0.576472
5,0.418351,0.418351,1.000000,0.573618,0.573618,0.000000,0.000000,0.749164,0.573507
6,0.417399,0.417399,1.000000,0.570592,0.570592,0.000000,0.000000,0.743077,0.571012
7,0.414232,0.414232,1.000000,0.568633,0.568633,0.000000,0.000000,0.739366,0.569104
8,0.415262,0.415262,1.000000,0.565933,0.565933,0.000000,0.000000,0.735966,0.566314
9,0.412454,0.412454,1.000000,0.567094,0.567094,0.000000,0.000000,0.737135,0.567070
10,0.414565,0.414565,1.000000,0.565458,0.565458,0.000000,0.000000,0.734971,0.565637
11,0.410954,0.410954,1.000000,0.563379,0.563379,0.000000,0.000000,0.730881,0.563797
12,0.412557,0.412557,1.000000,0.564987,0.564987,0.000000,0.000000,0.736423,0.565306
13,0.410370,0.410370,1.000000,0.564059,0.564059,0.000000,0.000000,0.732847,0.564066
