shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.341361,0.311517,0.341911,134.50 M Ops,13.05 M Ops,41.60 M Ops,0.1823 M,0.5103 %,203.10 uJ,0.311517,0.341911,0.717937
