epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.503471,0.332201,0.545409,0.165816,0.000006,0.333343,0.199005,0.619926,0.128139,0.198960,0.303110
1,0.335504,0.207870,0.617064,0.121464,0.000008,0.288524,0.165661,0.607232,0.116791,0.165675,0.271790
2,0.308103,0.187357,0.599938,0.114747,0.000010,0.272747,0.154975,0.577170,0.112000,0.154956,0.259827
3,0.298031,0.178555,0.570774,0.113769,0.000009,0.267251,0.149105,0.554442,0.112602,0.149098,0.252761
4,0.292200,0.173807,0.554788,0.112845,0.000009,0.262709,0.145625,0.542274,0.111661,0.145618,0.248453
5,0.288539,0.170818,0.546902,0.112252,0.000008,0.259264,0.143245,0.537556,0.110643,0.143259,0.245472
6,0.285758,0.168557,0.541990,0.111781,0.000006,0.257087,0.141326,0.532599,0.110435,0.141338,0.243004
7,0.283806,0.166785,0.539847,0.111623,0.000005,0.255838,0.139668,0.534685,0.110823,0.139672,0.240792
8,0.283145,0.165523,0.540562,0.112217,0.000003,0.256173,0.138728,0.535700,0.112088,0.138762,0.239620
9,0.284097,0.164630,0.545955,0.114008,0.000002,0.258655,0.138230,0.543502,0.114990,0.138196,0.238836
10,0.286427,0.163918,0.556340,0.116946,0.000002,0.261289,0.137797,0.555445,0.117938,0.137794,0.238121
11,0.287796,0.163287,0.563038,0.118879,0.000001,0.260936,0.137415,0.555265,0.117969,0.137441,0.237724
12,0.288105,0.163233,0.563985,0.119232,0.000001,0.261321,0.137307,0.556191,0.118452,0.137358,0.237624
13,0.288457,0.163156,0.565276,0.119648,0.000001,0.262294,0.137484,0.557660,0.119233,0.137458,0.237699
14,0.288841,0.163111,0.566628,0.120064,0.000001,0.262373,0.137324,0.558952,0.119459,0.137317,0.237514
15,0.289005,0.163074,0.567095,0.120260,0.000001,0.262241,0.137329,0.558205,0.119330,0.137341,0.237539
16,0.289021,0.163057,0.567178,0.120292,0.000001,0.262294,0.137319,0.558627,0.119389,0.137314,0.237539
17,0.289018,0.163025,0.567373,0.120319,0.000001,0.262398,0.137328,0.559027,0.119479,0.137342,0.237551
18,0.289066,0.163025,0.567508,0.120365,0.000001,0.262467,0.137304,0.559213,0.119570,0.137303,0.237450
19,0.289107,0.163024,0.567763,0.120405,0.000001,0.262443,0.137314,0.559104,0.119537,0.137278,0.237439
