epoch,train_loss,train_ce,train_rec,train_distill,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,1.364470,0.448262,0.916208,0.072766,1.329820,0.384529,0.945291,0.085285,0.307413,0.379815
1,1.312589,0.433706,0.878883,0.076545,1.275602,0.368182,0.907420,0.082549,0.299168,0.371809
2,1.268896,0.426659,0.842236,0.080251,1.239972,0.369416,0.870556,0.086471,0.296762,0.368607
3,1.231442,0.423207,0.808235,0.084585,1.195474,0.364787,0.830686,0.092569,0.294773,0.366464
4,1.197703,0.421116,0.776587,0.089725,1.165774,0.365522,0.800253,0.098571,0.292534,0.364718
5,1.166505,0.419513,0.746992,0.094852,1.133512,0.363011,0.770501,0.102174,0.291484,0.363876
6,1.138262,0.418662,0.719600,0.100134,1.106656,0.361090,0.745566,0.108303,0.291262,0.363237
7,1.111294,0.417376,0.693917,0.105997,1.079393,0.362018,0.717376,0.115922,0.290475,0.362453
8,1.086573,0.417105,0.669467,0.111129,1.064005,0.367639,0.696366,0.120227,0.289982,0.361886
