epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.531749,0.531749,0.524133,0.869683,0.869683,0.651234
1,0.398900,0.398900,0.451333,0.782931,0.782931,0.616452
2,0.378085,0.378085,0.439176,0.757188,0.757188,0.605449
3,0.368153,0.368153,0.433250,0.757653,0.757653,0.605674
4,0.360039,0.360039,0.428933,0.753511,0.753511,0.602418
5,0.353953,0.353953,0.425872,0.761160,0.761160,0.604893
6,0.349436,0.349436,0.423093,0.754862,0.754862,0.601635
7,0.346691,0.346691,0.421464,0.768839,0.768839,0.602959
8,0.342186,0.342186,0.418288,0.775959,0.775959,0.605819
9,0.340364,0.340364,0.417224,0.775313,0.775313,0.603231
10,0.339076,0.339076,0.416408,0.784860,0.784860,0.605712
