loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.301923, 0.287086, 0.332927, 0.740059, 188.39 M Ops, 32.67 M Ops, 14.49 M Ops, 0.1407 M, 0.4115 %, 96.07 uJ
