epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,3.446233,3.264210,0.101210,0.181011,3.471039,3.255201,0.340448,0.212433,"tensor(0.0365, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 1., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0027, device='cuda:0')","tensor(0.0014, device='cuda:0')"
1,3.425139,3.246719,0.099069,0.177430,3.481639,3.259149,0.361306,0.218876,"tensor(0.0424, device='cuda:0')","tensor([1., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        0., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0031, device='cuda:0')","tensor(0.0016, device='cuda:0')"
2,3.367412,3.201597,0.123056,0.164584,3.509572,3.293900,0.534065,0.210331,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
3,3.308375,3.159706,0.235672,0.146312,3.582482,3.383889,1.029806,0.188295,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
4,3.262651,3.132595,0.368481,0.126371,3.698699,3.490819,1.375698,0.194123,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
5,3.214175,3.099693,0.465163,0.109830,3.729607,3.530427,1.422559,0.184954,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
6,3.146804,3.044535,0.475027,0.097518,3.728726,3.535286,1.464558,0.178794,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
7,3.053590,2.960588,0.473167,0.088271,3.603759,3.432517,1.529510,0.155946,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
8,2.918396,2.833261,0.441857,0.080716,3.565976,3.410247,1.565294,0.140077,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
9,2.732288,2.650624,0.461288,0.077051,3.512994,3.335613,1.893217,0.158449,"tensor(0.0565, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.9750, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.2188, 0.0000, 0.0000, 0.0000, 0.0667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0176, device='cuda:0')","tensor(0.0256, device='cuda:0')"
