epoch,train_loss,train_ce,train_rec,train_distill,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.406194,0.387495,0.667987,0.053989,0.420258,0.421176,0.407410,0.076998,0.397357,0.404543
1,0.362248,0.361352,0.374782,0.082165,0.408731,0.411939,0.363816,0.082990,0.390334,0.399756
2,0.351407,0.353675,0.319642,0.097898,0.412845,0.422348,0.279802,0.104441,0.403434,0.411249
3,0.344690,0.348543,0.290741,0.107209,0.401846,0.409008,0.301571,0.116658,0.385378,0.397936
4,0.340455,0.345411,0.271073,0.114559,0.398076,0.407917,0.260301,0.118320,0.386270,0.397825
5,0.338113,0.343901,0.257072,0.118862,0.402050,0.412316,0.258324,0.122667,0.386408,0.401125
6,0.335620,0.341937,0.247176,0.122944,0.401952,0.413804,0.236023,0.125462,0.386301,0.403602
