loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.437137, 0.425483, 0.412799, 0.614856, 410.82 M Ops, 65.12 M Ops, 14.53 M Ops, 0.9599 M, 0.4238 %, 125.44 uJ
