epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.353651,0.353651,1.000000,0.360043,0.360043,0.000000,0.000000,0.244878,0.360022
1,0.336805,0.336805,1.000000,0.357683,0.357683,0.000000,0.000000,0.241505,0.357750
2,0.329985,0.329985,1.000000,0.345760,0.345760,0.000000,0.000000,0.232827,0.345878
3,0.326837,0.326837,1.000000,0.348911,0.348911,0.000000,0.000000,0.231943,0.348488
4,0.324648,0.324648,1.000000,0.342070,0.342070,0.000000,0.000000,0.225466,0.342077
5,0.322476,0.322476,1.000000,0.342152,0.342152,0.000000,0.000000,0.226159,0.342112
6,0.321351,0.321351,1.000000,0.338311,0.338311,0.000000,0.000000,0.223790,0.338125
7,0.320396,0.320396,1.000000,0.336882,0.336882,0.000000,0.000000,0.223272,0.336856
8,0.319638,0.319638,1.000000,0.336459,0.336459,0.000000,0.000000,0.223637,0.336720
9,0.319268,0.319268,1.000000,0.338325,0.338325,0.000000,0.000000,0.222545,0.338318
10,0.318557,0.318557,1.000000,0.334147,0.334147,0.000000,0.000000,0.219747,0.334325
11,0.318247,0.318247,1.000000,0.339227,0.339227,0.000000,0.000000,0.223020,0.339184
12,0.318056,0.318056,1.000000,0.334277,0.334277,0.000000,0.000000,0.221414,0.334227
