epoch,train_loss,train_score,val_loss,val_score,val_rec,val_distill
0,0.041614,0.041614,0.018282,0.018282,0.000000,0.000000
1,0.011792,0.011792,0.009508,0.009508,0.000000,0.000000
2,0.008278,0.008278,0.007816,0.007816,0.000000,0.000000
3,0.007171,0.007171,0.007394,0.007394,0.000000,0.000000
4,0.006768,0.006768,0.007101,0.007101,0.000000,0.000000
5,0.006507,0.006507,0.007008,0.007008,0.000000,0.000000
6,0.006260,0.006260,0.006846,0.006846,0.000000,0.000000
7,0.006019,0.006019,0.006486,0.006486,0.000000,0.000000
8,0.005764,0.005764,0.006446,0.006446,0.000000,0.000000
9,0.005574,0.005574,0.006107,0.006107,0.000000,0.000000
10,0.005450,0.005450,0.005910,0.005910,0.000000,0.000000
11,0.005376,0.005376,0.005943,0.005943,0.000000,0.000000
12,0.005377,0.005377,0.005965,0.005965,0.000000,0.000000
13,0.005369,0.005369,0.005797,0.005797,0.000000,0.000000
14,0.005313,0.005313,0.005720,0.005720,0.000000,0.000000
15,0.005318,0.005318,0.005745,0.005745,0.000000,0.000000
16,0.005325,0.005325,0.005759,0.005759,0.000000,0.000000
17,0.005283,0.005283,0.005843,0.005843,0.000000,0.000000
