epoch,train_loss,train_ce,train_rec,train_distill,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.551093,0.444293,0.454201,0.163906,0.589496,0.547820,0.174797,0.178023,0.696785,0.547869
1,0.469814,0.430760,0.163350,0.187768,0.579580,0.543222,0.151816,0.186922,0.687951,0.543227
2,0.465035,0.428312,0.153019,0.203605,0.580149,0.545475,0.144483,0.192201,0.689333,0.545541
3,0.457553,0.426852,0.127223,0.203159,0.567820,0.545921,0.089498,0.203179,0.687739,0.545923
4,0.446157,0.425609,0.083645,0.206307,0.566961,0.546624,0.082833,0.201937,0.689125,0.546645
