loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.288801, 0.289105, 0.343554, 51.56 M Ops, 7.65 M Ops, 4.85 M Ops, 0.1168 M, 0.3921 %, 29.17 uJ
loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.288841, 0.289178, 0.344178, 71.40 M Ops, 10.04 M Ops, 5.15 M Ops, 0.1335 M, 0.3886 %, 32.72 uJ
