epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.345781,0.030960,0.629640,0.148486,0.319808,0.008567,0.622480,0.152173
1,0.323628,0.017868,0.611521,0.197973,0.308600,0.006895,0.603409,0.173784
2,0.316556,0.017034,0.599045,0.219263,0.302061,0.006335,0.591451,0.194428
3,0.314669,0.016636,0.596066,0.225862,0.300040,0.005941,0.588198,0.188025
4,0.311118,0.016527,0.589183,0.229032,0.300325,0.005805,0.589040,0.189985
5,0.308923,0.016401,0.585044,0.231533,0.296451,0.005924,0.581054,0.189989
6,0.307781,0.016658,0.582244,0.230763,0.293648,0.005728,0.575838,0.197881
7,0.305956,0.016395,0.579122,0.232863,0.294041,0.005803,0.576477,0.192054
8,0.304695,0.016311,0.576768,0.234849,0.292814,0.005648,0.574333,0.200166
9,0.303746,0.016632,0.574227,0.235813,0.292058,0.005655,0.572806,0.199744
10,0.303345,0.016219,0.574252,0.237479,0.298168,0.005622,0.585092,0.203034
11,0.303227,0.016244,0.573966,0.241602,0.288726,0.005669,0.566114,0.206161
12,0.302058,0.016253,0.571611,0.244665,0.289405,0.005945,0.566918,0.208201
13,0.301488,0.016253,0.570471,0.246818,0.290843,0.005262,0.571163,0.210569
14,0.300527,0.016134,0.568785,0.250367,0.291240,0.005290,0.571901,0.214467
15,0.300072,0.016146,0.567852,0.253371,0.291071,0.005501,0.571138,0.215838
16,0.300184,0.016263,0.567843,0.255979,0.287436,0.005438,0.563995,0.215269
