loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.422636, 0.412912, 0.431261, 0.736203, 140.90 M Ops, 17.88 M Ops, 4.74 M Ops, 0.5477 M, 0.3684 %, 37.90 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.422977, 0.413519, 0.432490, 0.735816, 140.90 M Ops, 17.70 M Ops, 4.74 M Ops, 0.5477 M, 0.3682 %, 37.74 uJ
