epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.669407,0.669407,0.597872,1.367998,1.367998,0.837924
1,0.567937,0.567937,0.544937,1.332225,1.332225,0.821712
2,0.551389,0.551389,0.535916,1.318954,1.318954,0.817853
3,0.541416,0.541416,0.530941,1.298197,1.298197,0.809620
4,0.535420,0.535420,0.527780,1.288757,1.288757,0.803359
5,0.529595,0.529595,0.525076,1.301285,1.301285,0.809723
6,0.522683,0.522683,0.521760,1.284283,1.284283,0.804647
7,0.518488,0.518488,0.520297,1.274212,1.274212,0.800128
8,0.515440,0.515440,0.518882,1.280624,1.280624,0.802844
9,0.514431,0.514431,0.518206,1.288525,1.288525,0.805910
