loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.248273, 0.233077, 0.293735, 0.847282, 234.59 M Ops, 34.47 M Ops, 13.56 M Ops, 0.2660 M, 0.3856 %, 93.38 uJ
