loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431444,0.408796,0.430366,130.19 M Ops,18.24 M Ops,3.10 M Ops,0.5701 M,0.1875 %,30.66 uJ,0.558825,0.522362,0.738833
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430364,0.406848,0.429293,130.19 M Ops,18.45 M Ops,3.10 M Ops,0.5701 M,0.1879 %,30.85 uJ,0.557258,0.522096,0.740078
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431865,0.409883,0.430775,130.19 M Ops,17.92 M Ops,3.10 M Ops,0.5701 M,0.1866 %,30.37 uJ,0.562104,0.523763,0.738139
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430364,0.406848,0.429293,130.19 M Ops,18.45 M Ops,3.10 M Ops,0.5701 M,0.1879 %,30.85 uJ,0.557258,0.522096,0.740078
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431147,0.409607,0.430044,134.71 M Ops,19.11 M Ops,3.35 M Ops,0.5712 M,0.2025 %,32.63 uJ,0.558199,0.521677,0.738315
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430758,0.408793,0.429638,134.71 M Ops,19.11 M Ops,3.35 M Ops,0.5712 M,0.2009 %,32.63 uJ,0.557697,0.521505,0.738835
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431479,0.411309,0.430377,130.19 M Ops,18.82 M Ops,3.10 M Ops,0.5712 M,0.1762 %,31.18 uJ,0.559445,0.521099,0.737227
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431446,0.411946,0.430345,130.19 M Ops,19.03 M Ops,3.10 M Ops,0.5712 M,0.1750 %,31.37 uJ,0.560326,0.521118,0.736820
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433876,0.416054,0.432754,131.61 M Ops,18.90 M Ops,4.39 M Ops,0.5712 M,0.2173 %,37.19 uJ,0.561783,0.521750,0.734196
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430884,0.409536,0.429781,131.61 M Ops,18.68 M Ops,4.39 M Ops,0.5712 M,0.2203 %,36.99 uJ,0.559262,0.521925,0.738360
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430259,0.407885,0.429172,131.61 M Ops,18.67 M Ops,4.39 M Ops,0.5712 M,0.2207 %,36.98 uJ,0.556628,0.521040,0.739415
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428643,0.407146,0.427506,131.61 M Ops,19.04 M Ops,4.39 M Ops,0.5712 M,0.2155 %,37.32 uJ,0.553591,0.519141,0.739887
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.429975,0.408226,0.428855,131.61 M Ops,19.20 M Ops,4.39 M Ops,0.5712 M,0.2157 %,37.46 uJ,0.556300,0.520699,0.739197
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.429473,0.407852,0.428333,131.61 M Ops,19.15 M Ops,4.39 M Ops,0.5712 M,0.2156 %,37.42 uJ,0.554765,0.519867,0.739436
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.433183,0.414276,0.432073,131.61 M Ops,18.73 M Ops,4.39 M Ops,0.5712 M,0.2189 %,37.03 uJ,0.563265,0.522436,0.735332
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431943,0.412697,0.430810,131.73 M Ops,18.79 M Ops,4.39 M Ops,0.5701 M,0.2295 %,37.09 uJ,0.563443,0.522577,0.736341
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.430277,0.409667,0.429153,131.61 M Ops,18.63 M Ops,4.39 M Ops,0.5701 M,0.2339 %,36.94 uJ,0.558065,0.521561,0.738277
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.431086,0.410869,0.429946,131.61 M Ops,18.55 M Ops,4.39 M Ops,0.5701 M,0.2339 %,36.87 uJ,0.559133,0.521803,0.737509
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428785,0.408220,0.427660,131.61 M Ops,17.85 M Ops,4.39 M Ops,0.5701 M,0.2337 %,36.24 uJ,0.557162,0.520693,0.739201
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.428475,0.405012,0.427343,131.62 M Ops,18.70 M Ops,4.40 M Ops,0.5702 M,0.2467 %,37.06 uJ,0.550901,0.518062,0.741251
