epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.599028,0.388355,0.715904,0.203513,0.000001,0.864566,0.684747,0.761162,0.172208,0.684669,0.551171
1,0.507216,0.344461,0.801254,0.154743,0.000001,0.811346,0.659920,0.768877,0.143738,0.660003,0.539344
2,0.475346,0.333283,0.810046,0.133963,0.000001,0.783285,0.648722,0.772705,0.126836,0.648632,0.534321
3,0.456278,0.326240,0.809378,0.121944,0.000001,0.767152,0.642365,0.767649,0.117111,0.642449,0.531762
4,0.443846,0.320640,0.803666,0.115170,0.000002,0.755495,0.636792,0.762868,0.111074,0.636914,0.530325
5,0.434719,0.315499,0.797348,0.111246,0.000002,0.755577,0.639624,0.760213,0.108351,0.639640,0.531873
6,0.427616,0.310592,0.790989,0.109114,0.000001,0.750824,0.635839,0.744642,0.107539,0.636083,0.531336
7,0.421542,0.305912,0.786619,0.107764,0.000001,0.755546,0.641926,0.745024,0.106170,0.641883,0.534610
8,0.416702,0.301774,0.783403,0.107094,0.000001,0.756473,0.643312,0.740211,0.105759,0.643228,0.535864
9,0.412204,0.297915,0.781113,0.106478,0.000001,0.762249,0.648382,0.738775,0.106479,0.648412,0.538473
10,0.409301,0.295034,0.779496,0.106471,0.000001,0.761565,0.648949,0.738936,0.105227,0.648943,0.538995
11,0.408810,0.294605,0.779225,0.106413,0.000001,0.761352,0.648636,0.739155,0.105324,0.648652,0.538962
12,0.408471,0.294185,0.779018,0.106496,0.000001,0.762001,0.649369,0.739106,0.105241,0.649444,0.539356
13,0.408254,0.293971,0.779063,0.106492,0.000001,0.762308,0.649349,0.739518,0.105564,0.649399,0.539508
