epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.404366,0.404366,1.000000,0.696694,0.696694,0.000000,0.000000,0.696809,0.560375
1,0.363397,0.363397,1.000000,0.677006,0.677006,0.000000,0.000000,0.676979,0.551410
2,0.352759,0.352759,1.000000,0.670785,0.670785,0.000000,0.000000,0.671001,0.548960
3,0.346260,0.346260,1.000000,0.664831,0.664831,0.000000,0.000000,0.664885,0.546645
4,0.341821,0.341821,1.000000,0.659591,0.659591,0.000000,0.000000,0.659672,0.543736
5,0.338393,0.338393,1.000000,0.657829,0.657829,0.000000,0.000000,0.657956,0.543026
6,0.335645,0.335645,1.000000,0.659555,0.659555,0.000000,0.000000,0.659682,0.544286
7,0.333499,0.333499,1.000000,0.655518,0.655518,0.000000,0.000000,0.655644,0.542215
8,0.331617,0.331617,1.000000,0.656777,0.656777,0.000000,0.000000,0.656955,0.543680
9,0.329922,0.329922,1.000000,0.663368,0.663368,0.000000,0.000000,0.663506,0.546730
10,0.328479,0.328479,1.000000,0.657483,0.657483,0.000000,0.000000,0.657415,0.543805
