epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,0.699943,0.693077,0.068657,0.695932,0.691225,0.047070,0.532350,0.532350,0.531973,0.532454
1,0.691082,0.684869,0.062135,0.685978,0.681743,0.042352,0.553916,0.553916,0.532036,0.566319
2,0.662171,0.656417,0.057537,0.661579,0.657113,0.044658,0.613224,0.613224,0.602186,0.627358
3,0.615058,0.609300,0.057577,0.650289,0.645557,0.047311,0.635358,0.635358,0.629449,0.644579
4,0.550721,0.544897,0.058241,0.647617,0.642825,0.047923,0.647276,0.647276,0.644250,0.652463
5,0.485093,0.479278,0.058152,0.699313,0.694474,0.048398,0.627980,0.627980,0.617063,0.644451
6,0.422549,0.416749,0.058006,0.709282,0.704407,0.048742,0.643019,0.643019,0.641819,0.644962
7,0.375388,0.369582,0.058058,0.769083,0.764235,0.048476,0.639047,0.639047,0.638016,0.640648
8,0.349171,0.343454,0.057170,0.807122,0.802358,0.047640,0.646708,0.646708,0.645753,0.648308
9,0.331033,0.325414,0.056188,0.778303,0.773859,0.044439,0.650114,0.650113,0.650099,0.650139
10,0.317903,0.312401,0.055022,0.915559,0.911082,0.044770,0.614359,0.614359,0.599851,0.633756
11,0.295347,0.289993,0.053546,0.962678,0.958248,0.044293,0.615210,0.615210,0.590357,0.652128
12,0.276243,0.270999,0.052440,0.881961,0.877649,0.043120,0.626561,0.626561,0.614632,0.644445
13,0.255530,0.250378,0.051512,0.860727,0.856558,0.041685,0.637911,0.637911,0.637448,0.638620
14,0.235763,0.230659,0.051043,0.875895,0.871769,0.041258,0.625426,0.625426,0.623823,0.627600
15,0.221553,0.216487,0.050665,0.847201,0.843097,0.041049,0.635641,0.635641,0.635536,0.635799
16,0.214401,0.209342,0.050590,0.849404,0.845303,0.041018,0.639047,0.639047,0.639047,0.639047
17,0.210083,0.205040,0.050424,0.827931,0.823824,0.041077,0.651249,0.651249,0.651151,0.651418
18,0.207915,0.202859,0.050564,0.840606,0.836510,0.040962,0.649262,0.649262,0.648676,0.650266
19,0.206539,0.201482,0.050574,0.827882,0.823779,0.041024,0.650965,0.650965,0.650827,0.651203
20,0.205648,0.200587,0.050606,0.821954,0.817838,0.041166,0.650114,0.650114,0.649880,0.650515
21,0.205127,0.200050,0.050766,0.823504,0.819383,0.041202,0.653803,0.653803,0.653624,0.654120
22,0.204874,0.199790,0.050839,0.814425,0.810313,0.041127,0.648695,0.648695,0.648495,0.649033
23,0.204897,0.199799,0.050977,0.820708,0.816569,0.041383,0.652951,0.652951,0.652759,0.653291
24,0.205059,0.199947,0.051128,0.823888,0.819696,0.041917,0.648411,0.648411,0.648291,0.648613
25,0.205827,0.200676,0.051512,0.818958,0.814616,0.043417,0.652667,0.652667,0.652149,0.653582
26,0.207994,0.202773,0.052217,0.862443,0.858023,0.044200,0.647843,0.647843,0.647842,0.647846
27,0.207648,0.202384,0.052641,0.861800,0.857320,0.044796,0.644154,0.644154,0.642267,0.647263
28,0.207290,0.202008,0.052818,0.858299,0.853797,0.045025,0.646708,0.646708,0.645623,0.648527
29,0.206117,0.200834,0.052827,0.843706,0.839221,0.044848,0.656924,0.656924,0.656840,0.657077
30,0.205774,0.200495,0.052783,0.839880,0.835357,0.045230,0.652384,0.652384,0.652162,0.652773
31,0.205456,0.200191,0.052654,0.833187,0.828685,0.045023,0.653519,0.653519,0.653370,0.653783
32,0.205172,0.199912,0.052603,0.823878,0.819378,0.044998,0.653519,0.653519,0.653504,0.653545
33,0.204918,0.199671,0.052465,0.821203,0.816709,0.044937,0.653235,0.653235,0.652933,0.653771
34,0.204861,0.199619,0.052427,0.826658,0.822169,0.044888,0.654654,0.654654,0.654462,0.654998
35,0.204673,0.199438,0.052352,0.821667,0.817186,0.044807,0.656640,0.656640,0.656352,0.657167
36,0.204571,0.199339,0.052321,0.825702,0.821218,0.044838,0.650965,0.650965,0.650573,0.651645
37,0.204506,0.199278,0.052279,0.821878,0.817394,0.044840,0.655789,0.655789,0.655422,0.656455
38,0.204457,0.199231,0.052256,0.815556,0.811076,0.044801,0.654370,0.654370,0.653982,0.655065
39,0.204395,0.199178,0.052168,0.811152,0.806677,0.044747,0.650397,0.650397,0.650138,0.650845
40,0.204331,0.199121,0.052095,0.814567,0.810095,0.044723,0.652100,0.652100,0.651946,0.652369
41,0.204290,0.199088,0.052023,0.824416,0.819945,0.044707,0.653803,0.653803,0.653566,0.654223
42,0.204231,0.199035,0.051960,0.835027,0.830560,0.044663,0.653803,0.653803,0.653440,0.654449
43,0.204171,0.198981,0.051901,0.839092,0.834630,0.044620,0.652384,0.652384,0.651873,0.653283
44,0.204110,0.198924,0.051861,0.840006,0.835545,0.044607,0.651816,0.651816,0.651349,0.652634
45,0.204069,0.198886,0.051826,0.837589,0.833134,0.044553,0.652384,0.652384,0.651903,0.653231
46,0.204047,0.198867,0.051799,0.838627,0.834173,0.044542,0.652384,0.652384,0.651960,0.653130
47,0.204035,0.198857,0.051776,0.840444,0.835989,0.044548,0.653519,0.653519,0.653068,0.654320
48,0.204026,0.198849,0.051772,0.843699,0.839244,0.044550,0.650681,0.650681,0.650227,0.651468
49,0.204013,0.198837,0.051764,0.844186,0.839731,0.044549,0.650965,0.650965,0.650489,0.651791
