loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1
0.839731, 0.650965, 0.650965, 0.650489, 0.651791, 0.650965, 40431.49 M Ops, 3436.82 M Ops, 3150.09 M Ops, 16.4008 M, 0.4110 %, 17583.55 uJ, 0.687855, 0.614075
