snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.388253,0.371381,0.388598,134.60 M Ops,16.26 M Ops,31.33 M Ops,0.1873 M,0.8488 %,158.76 uJ,0.371381,0.388598,0.664930
