epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.336520,0.333539,0.029811,0.091569,0.058299,0.056801,0.014983,0.072460
1,0.158639,0.156412,0.022268,0.103520,0.038218,0.036743,0.014753,0.076900
2,0.139435,0.137213,0.022214,0.109468,0.033350,0.031851,0.014991,0.086795
3,0.135858,0.133646,0.022123,0.112613,0.030885,0.029435,0.014499,0.086581
4,0.135624,0.133389,0.022345,0.116380,0.030339,0.028877,0.014619,0.089382
5,0.136263,0.134015,0.022485,0.119410,0.029809,0.028339,0.014698,0.091962
6,0.130946,0.128666,0.022801,0.123404,0.029192,0.027723,0.014698,0.095065
7,0.131140,0.128855,0.022850,0.124756,0.028840,0.027375,0.014643,0.096871
8,0.129070,0.126773,0.022964,0.126867,0.028979,0.027513,0.014660,0.097504
9,0.130523,0.128244,0.022798,0.127551,0.029143,0.027650,0.014931,0.099941
10,0.127666,0.125415,0.022506,0.129056,0.027559,0.026157,0.014012,0.103002
11,0.132292,0.130055,0.022367,0.131577,0.027545,0.026138,0.014072,0.105678
12,0.130036,0.127831,0.022056,0.133490,0.027258,0.025874,0.013843,0.108035
13,0.132829,0.130610,0.022184,0.135333,0.027323,0.025920,0.014026,0.108885
14,0.131156,0.128925,0.022311,0.137017,0.027614,0.026214,0.013996,0.111260
15,0.130647,0.128437,0.022106,0.138465,0.028237,0.026814,0.014233,0.113101
