run_id,architecture,horizon,data,seed,heterogeneous,variant,policy,mse,mae,best_epoch,epochs,best_val_mse,parameters,seconds,log_path,support_density,empty_read_fraction,mean_real_mass,mean_gate_after_first_patch,mean_lag_in_patches,evidence_to_charge_abs_ratio,off_minus_full_mse,uniform_minus_full_mse,recent_minus_full_mse
patch_ETTh1_p96_flatten_heterogeneous_dense_seed7,patch,96,ETTh1,7,True,heterogeneous_dense,dense,0.42173667768764217,0.44097960306155404,7,14,0.7292831389017312,133580,117.98689389228821,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_dense,1.0,0.0,0.9218811988830566,0.5096428394317627,9.530920128599973,0.02049376629292965,-0.00012902135881098786,-0.001584026269459693,-0.0006953621742508131
patch_ETTh1_p96_flatten_heterogeneous_dense_seed13,patch,96,ETTh1,13,True,heterogeneous_dense,dense,0.4305252000443522,0.44961429335869085,6,13,0.7255720851952622,133580,82.26389241218567,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_dense,1.0,0.0,0.8999837040901184,0.513527512550354,9.62624490185408,0.019564783200621605,0.0026714406269918722,0.0009693220388140578,0.0019432714667380613
patch_ETTh1_p96_flatten_heterogeneous_dense_seed21,patch,96,ETTh1,21,True,heterogeneous_dense,dense,0.4269173672738052,0.4448327414856768,6,13,0.7189567301240433,133580,113.19566798210144,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_dense,1.0,0.0,0.9447264075279236,0.49206075072288513,10.004359475511592,0.020001120865345,0.0036430752164105518,0.0009601510877024211,0.0003800149919224727
patch_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,patch,96,ETTh1,7,True,heterogeneous_no_memory,off,0.4190193954801964,0.4386668181000976,8,15,0.7227993892266596,133580,33.36521911621094,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,1.0,0.0,0.0,0.0,0.0,,,
patch_ETTh1_p96_flatten_heterogeneous_no_memory_seed13,patch,96,ETTh1,13,True,heterogeneous_no_memory,off,0.42926142724729743,0.44770004990206863,6,13,0.7228815185211667,133580,29.96905493736267,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,1.0,0.0,0.0,0.0,0.0,,,
patch_ETTh1_p96_flatten_heterogeneous_no_memory_seed21,patch,96,ETTh1,21,True,heterogeneous_no_memory,off,0.42364105768257454,0.44270382823070664,6,13,0.7150460197872508,133580,30.42872905731201,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,1.0,0.0,0.0,0.0,0.0,,,
patch_ETTh1_p96_flatten_heterogeneous_sparse_seed7,patch,96,ETTh1,7,True,heterogeneous_sparse,sparse,0.4211616836801744,0.4402400021502896,7,14,0.728407303358009,133580,142.1338722705841,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_sparse,0.3501081168651581,0.04106326401233673,0.8813987970352173,0.49226251244544983,7.126640098052687,0.02211158350110054,4.2158224659083476e-05,-0.0009927767595711567,-0.0003607800894666613
patch_ETTh1_p96_flatten_heterogeneous_sparse_seed13,patch,96,ETTh1,13,True,heterogeneous_sparse,sparse,0.43187980224942907,0.4492644282642381,6,13,0.722161522163477,133580,140.44902873039246,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_sparse,0.3519267439842224,0.06712761521339417,0.8547014594078064,0.5033968687057495,7.605495999029127,0.021073639392852783,0.005312461111908695,0.0005441338383933569,0.00034074629711194904
patch_ETTh1_p96_flatten_heterogeneous_sparse_seed21,patch,96,ETTh1,21,True,heterogeneous_sparse,sparse,0.42701036894334393,0.4446609334923774,6,13,0.7179791232245646,133580,127.66362404823303,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_sparse,0.34333324432373047,0.05574912950396538,0.8665536642074585,0.4569471478462219,7.785060811478304,0.020156577229499817,0.003955010815536786,8.234869651124743e-05,0.0003124315058036786
patch_ETTh1_p96_flatten_homogeneous_dense_seed7,patch,96,ETTh1,7,False,homogeneous_dense,dense,0.4461320288692771,0.45724645955313087,29,30,0.7592578765775885,133580,219.42174339294434,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_dense,1.0,0.0,0.868308424949646,0.5677570700645447,9.604629539186135,0.022639799863100052,0.0016578044319071061,-0.00017580976066461362,0.0018875387899106033
patch_ETTh1_p96_flatten_homogeneous_dense_seed13,patch,96,ETTh1,13,False,homogeneous_dense,dense,0.45275755566493364,0.46029327311127977,13,20,0.7661490869090479,133580,147.60286140441895,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_homogeneous_dense,0.9999864101409912,0.0,0.7872098684310913,0.5180948972702026,9.532683692144929,0.019879914820194244,0.009014850055490076,0.0005935144767765244,0.00042126863734348596
patch_ETTh1_p96_flatten_homogeneous_dense_seed21,patch,96,ETTh1,21,False,homogeneous_dense,dense,0.44891914400648264,0.459259212179273,15,22,0.7694710788141963,133580,141.29745364189148,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_homogeneous_dense,0.999938428401947,0.0,0.8148382902145386,0.5400105118751526,9.726115755358478,0.021784253418445587,0.007149910846869445,0.0006556201159204078,0.003264791342569684
patch_ETTh1_p96_flatten_homogeneous_no_memory_seed7,patch,96,ETTh1,7,False,homogeneous_no_memory,off,0.4488473930758136,0.4616945583121281,15,22,0.7591590763017888,133580,48.06863975524902,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v2/forecasting/log/selective-v2-20260914_patch_p96/ETTh1/260914/260914+model+myModel+architecture+patch+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_no_memory,0.0,1.0,0.0,0.0,0.0,0.0,,,
