variant,mse,mse_sd,mae,mae_sd
heterogeneous_dense,0.3776275098443899,0.008199397074024761,0.41909455136492646,0.006240767031739472
heterogeneous_no_memory,0.37848360226664485,0.011626114315548995,0.419706254358907,0.008359561423481907
heterogeneous_sparse,0.3813627126310514,0.005930119407471447,0.42143216315477855,0.004040500240392657
homogeneous_dense,0.3961039470150747,0.008465784080276206,0.4318522784841483,0.0050430403220686135
homogeneous_no_memory,0.39532551372171953,0.0065490142579595735,0.43176320814010866,0.0030073267570237153
homogeneous_sparse,0.3915332380238348,0.003132096050987036,0.4277657110521625,0.00120433837096497
