run_id,layer,variant,data,seed,support_density,empty_read_fraction,mean_real_mass,spike_rate,membrane_diversity
patch_ETTh1_p96_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.054727356880903244,0.0
patch_ETTh1_p96_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh1,7,1.0,0.0,0.868308424949646,0.06540975719690323,0.0
patch_ETTh1_p96_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh1,7,0.3842662572860718,0.0524553582072258,0.8745968341827393,0.05633503198623657,0.0
patch_ETTh1_p96_flatten_heterogeneous_no_memory_seed7,embedding,heterogeneous_no_memory,ETTh1,7,0.0,1.0,0.0,0.0305026302812621,0.13024160265922546
patch_ETTh1_p96_flatten_heterogeneous_dense_seed7,embedding,heterogeneous_dense,ETTh1,7,1.0,0.0,0.9218811988830566,0.03092780034057796,0.133763387799263
patch_ETTh1_p96_flatten_heterogeneous_sparse_seed7,embedding,heterogeneous_sparse,ETTh1,7,0.3501081168651581,0.04106326401233673,0.8813987970352173,0.031558911548927426,0.13732457160949707
patch_ETTh2_p96_flatten_homogeneous_no_memory_seed7,embedding,homogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.10120376199483871,0.0
patch_ETTh2_p96_flatten_homogeneous_dense_seed7,embedding,homogeneous_dense,ETTh2,7,0.9991269707679749,0.0,0.9091306924819946,0.13973480463027954,0.0
patch_ETTh2_p96_flatten_homogeneous_sparse_seed7,embedding,homogeneous_sparse,ETTh2,7,0.4803812503814697,0.03937554359436035,0.929387629032135,0.13934949040412903,0.0
patch_ETTh2_p96_flatten_heterogeneous_no_memory_seed7,embedding,heterogeneous_no_memory,ETTh2,7,0.0,1.0,0.0,0.0952845960855484,0.21796095371246338
patch_ETTh2_p96_flatten_heterogeneous_dense_seed7,embedding,heterogeneous_dense,ETTh2,7,0.9991444945335388,0.0,0.8855980634689331,0.09843351319432259,0.21804401278495789
patch_ETTh2_p96_flatten_heterogeneous_sparse_seed7,embedding,heterogeneous_sparse,ETTh2,7,0.313056081533432,0.22799162566661835,0.6978340148925781,0.09708824660629034,0.21746698021888733
patch_ETTh1_p96_flatten_homogeneous_no_memory_seed13,embedding,homogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.05539168789982796,0.0
patch_ETTh1_p96_flatten_homogeneous_dense_seed13,embedding,homogeneous_dense,ETTh1,13,0.9999864101409912,0.0,0.7872098684310913,0.057304952293634415,0.0
patch_ETTh1_p96_flatten_homogeneous_sparse_seed13,embedding,homogeneous_sparse,ETTh1,13,0.3760344088077545,0.10356326401233673,0.8116065859794617,0.05936437100172043,0.0
patch_ETTh1_p96_flatten_heterogeneous_no_memory_seed13,embedding,heterogeneous_no_memory,ETTh1,13,0.0,1.0,0.0,0.032339497935026884,0.13420367240905762
patch_ETTh1_p96_flatten_heterogeneous_dense_seed13,embedding,heterogeneous_dense,ETTh1,13,1.0,0.0,0.8999837040901184,0.033428997034206986,0.13964112102985382
patch_ETTh1_p96_flatten_heterogeneous_sparse_seed13,embedding,heterogeneous_sparse,ETTh1,13,0.3519267439842224,0.06712761521339417,0.8547014594078064,0.033605042146518826,0.1410505175590515
