h,mae,mse
1,0.23306624591350555,0.12570132315158844
2,0.2766854763031006,0.17951828241348267
3,0.30526161193847656,0.22342300415039062
4,0.3251330852508545,0.2574319839477539
5,0.33771049976348877,0.2798396050930023
6,0.343888521194458,0.2927403151988983
7,0.3500406742095947,0.3034544587135315
8,0.3528445363044739,0.3074788749217987
9,0.35401031374931335,0.30862900614738464
10,0.3565540313720703,0.3086913228034973
11,0.3556399643421173,0.3065376281738281
12,0.35644420981407166,0.30788829922676086
13,0.3552015721797943,0.3091087341308594
14,0.354928195476532,0.3098623752593994
15,0.3555382490158081,0.31042584776878357
16,0.35661959648132324,0.3093298077583313
17,0.35567453503608704,0.308518648147583
18,0.3557732403278351,0.3086247742176056
19,0.3566805422306061,0.31054437160491943
20,0.3575628101825714,0.3136756718158722
21,0.35753333568573,0.3120962977409363
22,0.35593700408935547,0.3087269067764282
23,0.3565694987773895,0.31231069564819336
24,0.35771444439888,0.3131343722343445
25,0.36603426933288574,0.32628709077835083
26,0.3735392689704895,0.33977118134498596
27,0.3778916895389557,0.35098859667778015
28,0.38010159134864807,0.3571431338787079
29,0.3822439908981323,0.3602752089500427
30,0.3834030330181122,0.36345145106315613
31,0.38526201248168945,0.36782437562942505
32,0.3851507306098938,0.36714300513267517
33,0.3852711319923401,0.36768242716789246
34,0.38601449131965637,0.3676339089870453
35,0.3853258192539215,0.3659144639968872
36,0.3850320279598236,0.36674633622169495
37,0.3832968473434448,0.3644404113292694
38,0.3854437470436096,0.3690266013145447
39,0.3855457305908203,0.3716690242290497
40,0.3881608545780182,0.371491014957428
41,0.3860461413860321,0.366734117269516
42,0.38462141156196594,0.3649855852127075
43,0.3870695233345032,0.367611289024353
44,0.38585013151168823,0.3672919273376465
45,0.3853099048137665,0.3674282729625702
46,0.38419103622436523,0.36282023787498474
47,0.38419222831726074,0.36369699239730835
48,0.38465023040771484,0.3669029474258423
49,0.39326539635658264,0.38178354501724243
50,0.40037640929222107,0.39329713582992554
51,0.40233856439590454,0.4017341136932373
52,0.4067894220352173,0.40709400177001953
53,0.4079578220844269,0.40950411558151245
54,0.407414048910141,0.41051986813545227
55,0.4099963307380676,0.4190250337123871
56,0.41123074293136597,0.4226081967353821
57,0.4130759835243225,0.42513129115104675
58,0.410083532333374,0.41638612747192383
59,0.4089412987232208,0.41433054208755493
60,0.4095165729522705,0.41733986139297485
61,0.41075530648231506,0.420038104057312
62,0.4103904664516449,0.42064160108566284
63,0.41001471877098083,0.41894298791885376
64,0.4104076325893402,0.4164874255657196
65,0.4092477560043335,0.41534754633903503
66,0.4107128381729126,0.4180576205253601
67,0.413276344537735,0.4259791374206543
68,0.41252005100250244,0.42410776019096375
69,0.4130946695804596,0.42674675583839417
70,0.41326504945755005,0.42208704352378845
71,0.41246822476387024,0.4236670434474945
72,0.4101475775241852,0.41791337728500366
73,0.4170992970466614,0.4312662184238434
74,0.41988611221313477,0.43905121088027954
75,0.42517030239105225,0.44816866517066956
76,0.4240824282169342,0.4472196400165558
77,0.42491933703422546,0.4500461518764496
78,0.42462438344955444,0.44865334033966064
79,0.4290054142475128,0.4582347869873047
80,0.42707112431526184,0.4515160620212555
81,0.42887601256370544,0.4552464485168457
82,0.42759793996810913,0.45022889971733093
83,0.42672082781791687,0.45009416341781616
84,0.4280947744846344,0.45140311121940613
85,0.4284001886844635,0.454380601644516
86,0.4300835430622101,0.45574986934661865
87,0.4267740845680237,0.4547838568687439
88,0.42783063650131226,0.4480968415737152
89,0.4257223606109619,0.4461246132850647
90,0.42895665764808655,0.45094233751296997
91,0.4305517375469208,0.45762526988983154
92,0.43210819363594055,0.4591980278491974
93,0.4340982735157013,0.4645543396472931
94,0.43145617842674255,0.45633038878440857
95,0.43669387698173523,0.46341943740844727
96,0.43493393063545227,0.4609702527523041
97,0.4321042001247406,0.46098610758781433
98,0.4314868748188019,0.4613271653652191
99,0.42974063754081726,0.4566091299057007
100,0.42963284254074097,0.4572881758213043
101,0.43058738112449646,0.4601145386695862
102,0.4328274428844452,0.4611199200153351
103,0.4330335557460785,0.46561744809150696
104,0.43438956141471863,0.46772509813308716
105,0.4360964000225067,0.4698469638824463
106,0.43457990884780884,0.4630904793739319
107,0.43249091506004333,0.45761385560035706
108,0.43189477920532227,0.4562905728816986
109,0.43231844902038574,0.45925572514533997
110,0.43469566106796265,0.4628795385360718
111,0.43608543276786804,0.4662711024284363
112,0.4350220561027527,0.46359381079673767
113,0.4313248097896576,0.45746660232543945
114,0.43338003754615784,0.4633031487464905
115,0.4388340711593628,0.4749675691127777
116,0.43704313039779663,0.4716968536376953
117,0.43709078431129456,0.47603580355644226
118,0.4347175657749176,0.46597063541412354
119,0.4363346993923187,0.4690350592136383
120,0.4355345070362091,0.46796759963035583
121,0.43965092301368713,0.47495198249816895
122,0.4418720602989197,0.47637027502059937
123,0.445438951253891,0.483097106218338
124,0.4441463053226471,0.4790476858615875
125,0.4442615509033203,0.48018351197242737
126,0.443879634141922,0.47907689213752747
127,0.44537168741226196,0.4853919744491577
128,0.44575729966163635,0.4858027994632721
129,0.44634467363357544,0.4850671589374542
130,0.4466772675514221,0.4824398159980774
131,0.4447486698627472,0.4797515571117401
132,0.44685792922973633,0.48338833451271057
133,0.4495067596435547,0.49545690417289734
134,0.4504754841327667,0.4948413074016571
135,0.4505883455276489,0.49506643414497375
136,0.453204870223999,0.49833109974861145
137,0.45254644751548767,0.49294543266296387
138,0.4548799395561218,0.4972969591617584
139,0.45103761553764343,0.493213951587677
140,0.452740341424942,0.49864625930786133
141,0.45107588171958923,0.4974628686904907
142,0.448093444108963,0.49011778831481934
143,0.44872215390205383,0.4915786683559418
144,0.44900545477867126,0.4902228116989136
145,0.4532663822174072,0.49826908111572266
146,0.4577305316925049,0.5035967826843262
147,0.4601519703865051,0.5099018216133118
148,0.4588697552680969,0.5072194337844849
149,0.4590201675891876,0.5081640481948853
150,0.45673635601997375,0.5046026110649109
151,0.4583546221256256,0.5081431269645691
