step,mae,mse
0,0.149390,0.056031
1,0.178069,0.079300
2,0.200862,0.102547
3,0.218137,0.122262
4,0.232267,0.136402
5,0.248208,0.154692
6,0.260668,0.170923
7,0.269278,0.185379
8,0.276905,0.196346
9,0.285393,0.208604
10,0.294360,0.221978
11,0.302462,0.235992
12,0.308978,0.245772
13,0.316577,0.257398
14,0.321663,0.267320
15,0.328293,0.278930
16,0.333738,0.288569
17,0.336725,0.294987
18,0.341986,0.303789
19,0.344243,0.307964
20,0.345612,0.311888
21,0.349266,0.318458
22,0.350356,0.321124
23,0.354444,0.326200
24,0.356595,0.329920
25,0.357681,0.332825
26,0.360136,0.335361
27,0.363765,0.339683
28,0.362915,0.340120
29,0.361560,0.340728
30,0.361555,0.341338
31,0.362241,0.342485
32,0.362532,0.345454
33,0.362998,0.345453
34,0.363092,0.345799
35,0.363390,0.345480
36,0.364218,0.346265
37,0.364688,0.346978
38,0.363557,0.347654
39,0.362667,0.345351
40,0.363232,0.345741
41,0.363847,0.348620
42,0.365092,0.348276
43,0.364629,0.347892
44,0.366507,0.349241
45,0.367789,0.351010
46,0.365445,0.350286
47,0.366061,0.349892
48,0.366125,0.349068
49,0.368588,0.352089
50,0.369913,0.352553
51,0.367209,0.350486
52,0.367367,0.350862
53,0.368773,0.352064
54,0.368229,0.352964
55,0.367455,0.352364
56,0.367229,0.351364
57,0.368278,0.355257
58,0.368660,0.354471
59,0.369010,0.355090
60,0.368757,0.354996
61,0.367496,0.353560
62,0.369557,0.354443
63,0.367716,0.353131
64,0.368462,0.352818
65,0.366235,0.350740
66,0.366229,0.350143
67,0.368433,0.352698
68,0.367054,0.352357
69,0.366523,0.352372
70,0.367438,0.352552
71,0.365568,0.351003
72,0.368570,0.351822
73,0.370829,0.354008
74,0.372229,0.355246
75,0.371200,0.354158
76,0.370552,0.353222
77,0.372094,0.355039
78,0.373778,0.354823
79,0.367471,0.350999
80,0.369033,0.352820
81,0.366316,0.349519
82,0.363291,0.350518
83,0.365224,0.351238
84,0.363391,0.348683
85,0.361806,0.348185
86,0.362729,0.349099
87,0.361273,0.350938
88,0.361281,0.349555
89,0.360907,0.352015
90,0.358966,0.347329
91,0.359252,0.348923
92,0.359206,0.350577
93,0.360746,0.352220
94,0.361352,0.354500
95,0.362484,0.355985
