epoch,train_loss,train_ce,train_mse,val_loss,val_ce,val_mse,val_tot_acc,val_acc,val_f1,val_pre
0,1.389299,1.389299,1.000000,1.391449,1.391449,0.000000,0.250951,0.250000,0.100304,0.062738
1,1.386242,1.386242,1.000000,1.387817,1.387817,0.000000,0.250951,0.250000,0.100304,0.062738
2,1.380586,1.380586,1.000000,1.381288,1.381288,0.000000,0.273764,0.273776,0.172802,0.143440
3,1.376072,1.376072,1.000000,1.379504,1.379504,0.000000,0.266160,0.266667,0.175378,0.134238
4,1.371939,1.371939,1.000000,1.379927,1.379927,0.000000,0.273764,0.274126,0.181709,0.146825
5,1.368064,1.368064,1.000000,1.382247,1.382247,0.000000,0.277567,0.277797,0.182046,0.149055
6,1.363595,1.363595,1.000000,1.383731,1.383731,0.000000,0.292776,0.292890,0.211635,0.402035
7,1.359297,1.359297,1.000000,1.386509,1.386509,0.000000,0.292776,0.292657,0.226787,0.325276
8,1.354699,1.354699,1.000000,1.388298,1.388298,0.000000,0.269962,0.270105,0.202789,0.336710
9,1.352448,1.352448,1.000000,1.386983,1.386983,0.000000,0.288973,0.288869,0.216338,0.278326
10,1.346038,1.346038,1.000000,1.390297,1.390297,0.000000,0.277567,0.277448,0.204134,0.249021
11,1.341806,1.341806,1.000000,1.389479,1.389479,0.000000,0.292776,0.293182,0.226193,0.268036
12,1.338330,1.338330,1.000000,1.395090,1.395090,0.000000,0.285171,0.285315,0.226916,0.308338
13,1.335341,1.335341,1.000000,1.403108,1.403108,0.000000,0.269962,0.269814,0.206399,0.212207
14,1.327853,1.327853,1.000000,1.402426,1.402426,0.000000,0.277567,0.277681,0.225200,0.254050
15,1.321789,1.321789,1.000000,1.405770,1.405770,0.000000,0.281369,0.280944,0.232301,0.269036
16,1.312576,1.312576,1.000000,1.401920,1.401920,0.000000,0.296578,0.296037,0.240215,0.294537
17,1.308825,1.308825,1.000000,1.405133,1.405133,0.000000,0.243346,0.242424,0.178017,0.166907
18,1.299670,1.299670,1.000000,1.412227,1.412227,0.000000,0.250951,0.250641,0.213506,0.245874
19,1.289212,1.289212,1.000000,1.418018,1.418018,0.000000,0.273764,0.273135,0.225514,0.268691
20,1.280792,1.280792,1.000000,1.420634,1.420634,0.000000,0.277567,0.277564,0.239586,0.296765
21,1.273266,1.273266,1.000000,1.424699,1.424699,0.000000,0.258555,0.257925,0.217830,0.253052
22,1.264246,1.264246,1.000000,1.427586,1.427586,0.000000,0.247148,0.246620,0.207411,0.238764
23,1.247385,1.247385,1.000000,1.431612,1.431612,0.000000,0.239544,0.238869,0.190933,0.200422
24,1.232057,1.232057,1.000000,1.437564,1.437564,0.000000,0.247148,0.246445,0.206797,0.220726
25,1.232185,1.232185,1.000000,1.422425,1.422425,0.000000,0.243346,0.243007,0.205910,0.223772
26,1.219062,1.219062,1.000000,1.444648,1.444648,0.000000,0.258555,0.258450,0.229097,0.273975
27,1.205417,1.205417,1.000000,1.433834,1.433834,0.000000,0.288973,0.288054,0.232144,0.327671
28,1.187156,1.187156,1.000000,1.452228,1.452228,0.000000,0.273764,0.274184,0.247889,0.257702
29,1.175479,1.175479,1.000000,1.455311,1.455311,0.000000,0.258555,0.257692,0.206109,0.243247
30,1.160343,1.160343,1.000000,1.444190,1.444190,0.000000,0.235741,0.235315,0.207406,0.220055
31,1.140271,1.140271,1.000000,1.448637,1.448637,0.000000,0.254753,0.254312,0.228058,0.239448
32,1.126791,1.126791,1.000000,1.457500,1.457500,0.000000,0.250951,0.250350,0.216587,0.253537
33,1.117897,1.117897,1.000000,1.463350,1.463350,0.000000,0.266160,0.265326,0.215086,0.280446
34,1.107767,1.107767,1.000000,1.465871,1.465871,0.000000,0.262357,0.261538,0.209542,0.290419
35,1.102116,1.102116,1.000000,1.473376,1.473376,0.000000,0.258555,0.257751,0.205769,0.274655
36,1.094313,1.094313,1.000000,1.478057,1.478057,0.000000,0.235741,0.235023,0.192751,0.231195
37,1.091506,1.091506,1.000000,1.467078,1.467078,0.000000,0.250951,0.250641,0.223632,0.239148
38,1.079354,1.079354,1.000000,1.472359,1.472359,0.000000,0.250951,0.250816,0.214753,0.225017
39,1.068149,1.068149,1.000000,1.466805,1.466805,0.000000,0.247148,0.246678,0.217801,0.239799
40,1.059943,1.059943,1.000000,1.467182,1.467182,0.000000,0.250951,0.250466,0.216039,0.228278
41,1.053925,1.053925,1.000000,1.464112,1.464112,0.000000,0.247148,0.246737,0.216801,0.231895
42,1.049708,1.049708,1.000000,1.464446,1.464446,0.000000,0.247148,0.246853,0.218542,0.222544
43,1.046715,1.046715,1.000000,1.465813,1.465813,0.000000,0.239544,0.239219,0.210056,0.215499
44,1.044095,1.044095,1.000000,1.464864,1.464864,0.000000,0.247148,0.246911,0.218129,0.219745
45,1.042475,1.042475,1.000000,1.463693,1.463693,0.000000,0.247148,0.246853,0.215955,0.217405
46,1.041247,1.041247,1.000000,1.463398,1.463398,0.000000,0.250951,0.250699,0.221268,0.224584
47,1.040460,1.040460,1.000000,1.464213,1.464213,0.000000,0.254753,0.254487,0.225980,0.228747
48,1.039863,1.039863,1.000000,1.464106,1.464106,0.000000,0.247148,0.246911,0.215965,0.217607
49,1.039610,1.039610,1.000000,1.464090,1.464090,0.000000,0.247148,0.246911,0.216300,0.217488
