loss, overall_acc, average_acc, f1, precision, sensitivity, total_op, ACop, MACop, capacity, firing_rate, energy, acc0, acc1, acc2, acc3
1.464090, 0.247148, 0.246911, 0.216300, 0.217488, 0.246911, 5240.51 M Ops, 463.48 M Ops, 621.20 M Ops, 0.4258 M, 0.4717 %, 3274.63 uJ, 0.575758, 0.045455, 0.181818, 0.184615
