snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
None,0.432643,0.459843,0.432612,80.25 M Ops,7.89 M Ops,12.90 M Ops,1.1235 M,0.5308 %,66.46 uJ,0.540862,0.476302,0.583754
