shuffle_replay,snr,loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
False,None,0.342087,0.311666,0.342657,134.52 M Ops,13.57 M Ops,40.23 M Ops,0.1824 M,0.4839 %,197.29 uJ,0.311666,0.342657,0.717802
