loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.427738,0.454525,0.427665,294.19 M Ops,24.90 M Ops,5.83 M Ops,1.1452 M,0.4080 %,49.21 uJ,0.532798,0.469337,0.588567
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.426772,0.451537,0.426712,294.19 M Ops,25.45 M Ops,5.83 M Ops,1.1452 M,0.4206 %,49.71 uJ,0.531356,0.469086,0.591271
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.429075,0.456227,0.429014,294.19 M Ops,26.16 M Ops,5.83 M Ops,1.1452 M,0.4193 %,50.35 uJ,0.537933,0.471890,0.587026
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.427597,0.450530,0.427535,294.19 M Ops,26.13 M Ops,5.83 M Ops,1.1452 M,0.4200 %,50.32 uJ,0.532685,0.469566,0.592183
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.426430,0.451284,0.426374,294.19 M Ops,27.41 M Ops,5.83 M Ops,1.1452 M,0.4207 %,51.48 uJ,0.531847,0.469278,0.591501
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.424696,0.445445,0.424658,294.19 M Ops,25.15 M Ops,5.83 M Ops,1.1452 M,0.4098 %,49.44 uJ,0.522628,0.466417,0.596785
