epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.020313,0.014419,0.058941,0.122541,0.005381,0.002229,0.031520,0.106439
1,0.013350,0.010151,0.031983,0.127711,0.004013,0.001819,0.021937,0.109574
2,0.012587,0.009869,0.027176,0.129087,0.003359,0.001378,0.019806,0.109987
3,0.012327,0.009786,0.025411,0.129722,0.003233,0.001384,0.018488,0.110360
4,0.012203,0.009777,0.024267,0.130473,0.003113,0.001328,0.017855,0.111356
5,0.012085,0.009706,0.023787,0.131319,0.003167,0.001397,0.017704,0.111510
6,0.012020,0.009690,0.023307,0.131532,0.002985,0.001306,0.016796,0.110891
7,0.011988,0.009685,0.023031,0.131697,0.002925,0.001252,0.016730,0.111744
8,0.011972,0.009669,0.023031,0.132118,0.002929,0.001266,0.016638,0.112718
9,0.011972,0.009676,0.022962,0.133082,0.002894,0.001239,0.016545,0.113747
10,0.011927,0.009665,0.022615,0.134279,0.002869,0.001243,0.016258,0.114760
11,0.011914,0.009661,0.022524,0.135596,0.002937,0.001300,0.016373,0.115214
12,0.011920,0.009658,0.022620,0.136247,0.002841,0.001194,0.016467,0.116111
13,0.011937,0.009671,0.022657,0.136865,0.002876,0.001232,0.016440,0.116479
14,0.011922,0.009649,0.022733,0.137631,0.002902,0.001253,0.016493,0.117551
15,0.011923,0.009663,0.022604,0.138517,0.002765,0.001143,0.016218,0.119079
16,0.011892,0.009652,0.022406,0.139399,0.002874,0.001255,0.016195,0.119584
17,0.011889,0.009649,0.022400,0.140312,0.002917,0.001281,0.016364,0.120991
18,0.011872,0.009640,0.022319,0.141706,0.002872,0.001264,0.016081,0.121465
