epoch,train_loss,train_ce,train_rec,train_distill,train_consol,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.738805,0.558173,0.805188,0.172580,0.000004,1.460291,1.297178,0.797654,0.155137,1.244766,0.776212
1,0.623418,0.483945,0.895502,0.130517,0.000002,1.238337,1.113425,0.902552,0.115887,1.118879,0.722505
2,0.565293,0.452594,0.938792,0.103312,0.000002,1.181295,1.072942,0.921081,0.099143,1.076210,0.703878
3,0.539069,0.438403,0.941724,0.091248,0.000002,1.134941,1.035915,0.923629,0.089790,1.049171,0.691180
4,0.529646,0.435125,0.940636,0.085114,0.000002,1.116674,1.021445,0.918485,0.086045,1.029881,0.682810
5,0.512719,0.421750,0.936883,0.081600,0.000002,1.122209,1.029991,0.913476,0.083083,1.016571,0.677086
6,0.505986,0.417448,0.931606,0.079222,0.000002,1.081606,0.991027,0.903936,0.081540,1.005570,0.672239
7,0.498282,0.411508,0.925212,0.077522,0.000003,1.122297,1.035052,0.899112,0.078254,0.999582,0.669690
8,0.494225,0.408756,0.918390,0.076286,0.000003,1.112474,1.025793,0.887119,0.077810,0.995569,0.667475
9,0.490492,0.405937,0.910816,0.075446,0.000002,1.062842,0.978423,0.879299,0.075626,0.992211,0.665995
10,0.487440,0.403632,0.903943,0.074769,0.000002,1.067681,0.983689,0.870176,0.075291,0.990307,0.664398
11,0.489250,0.406019,0.896691,0.074264,0.000002,1.063714,0.980184,0.858982,0.074940,0.988728,0.663862
12,0.480755,0.397801,0.890178,0.074052,0.000002,1.056654,0.973843,0.853570,0.074275,0.987609,0.662734
13,0.480436,0.397903,0.883890,0.073694,0.000002,1.062200,0.980501,0.846074,0.073238,0.987183,0.662839
14,0.477903,0.395289,0.876238,0.073851,0.000002,1.054042,0.971873,0.835866,0.073810,0.986015,0.662192
15,0.475504,0.392692,0.870728,0.074105,0.000002,1.061267,0.977712,0.826149,0.075293,0.984041,0.661430
16,0.473641,0.390850,0.866564,0.074125,0.000002,1.088594,1.006384,0.821932,0.073990,0.982925,0.660220
17,0.473924,0.390837,0.860560,0.074481,0.000002,1.084961,1.003052,0.816946,0.073740,0.984040,0.660587
18,0.470798,0.387509,0.858072,0.074708,0.000002,1.067673,0.985772,0.818939,0.073711,0.984768,0.661506
19,0.471241,0.387929,0.857386,0.074738,0.000002,1.049474,0.966906,0.815515,0.074412,0.984253,0.661094
20,0.471185,0.387881,0.856797,0.074736,0.000002,1.116245,1.034083,0.812846,0.074034,0.984690,0.661094
21,0.471380,0.387866,0.855621,0.074957,0.000002,1.059179,0.974852,0.811211,0.076214,0.981585,0.660044
22,0.473488,0.390053,0.856297,0.074872,0.000002,1.060011,0.977841,0.814762,0.074022,0.984247,0.661122
23,0.474536,0.391054,0.855886,0.074923,0.000002,1.054078,0.971021,0.809696,0.074960,0.983071,0.660676
24,0.471150,0.387724,0.855946,0.074866,0.000002,1.069225,0.986368,0.810559,0.074751,0.983027,0.660454
25,0.470275,0.386726,0.855965,0.074989,0.000002,1.085258,1.001889,0.809264,0.075276,0.983671,0.661174
26,0.473457,0.389910,0.855772,0.074989,0.000002,1.057265,0.973333,0.807932,0.075852,0.984617,0.661429
