epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.535393,0.535393,1.000000,1.071033,1.071033,0.000000,0.000000,1.069872,0.728462
1,0.451632,0.451632,1.000000,0.947206,0.947206,0.000000,0.000000,0.948184,0.678863
2,0.425128,0.425128,1.000000,0.887904,0.887904,0.000000,0.000000,0.887772,0.652826
3,0.409604,0.409604,1.000000,0.851776,0.851776,0.000000,0.000000,0.851130,0.636858
4,0.399323,0.399323,1.000000,0.827103,0.827103,0.000000,0.000000,0.827564,0.626897
5,0.393902,0.393902,1.000000,0.809189,0.809189,0.000000,0.000000,0.808891,0.619394
6,0.387180,0.387180,1.000000,0.796709,0.796709,0.000000,0.000000,0.796446,0.614891
7,0.382986,0.382986,1.000000,0.784662,0.784662,0.000000,0.000000,0.785195,0.610016
8,0.379331,0.379331,1.000000,0.772000,0.772000,0.000000,0.000000,0.772689,0.604780
9,0.373207,0.373207,1.000000,0.765870,0.765870,0.000000,0.000000,0.766269,0.601176
10,0.371555,0.371555,1.000000,0.759841,0.759841,0.000000,0.000000,0.760398,0.599746
11,0.367780,0.367780,1.000000,0.755964,0.755964,0.000000,0.000000,0.756042,0.597528
0,0.993574,0.535393,0.916361,0.139888,1.532851,1.071042,0.923616,0.141701,1.069881,0.728466
1,0.895772,0.451661,0.888221,0.161186,1.379936,0.949253,0.861365,0.187726,0.950238,0.679764
2,0.855265,0.425172,0.860185,0.169792,1.300911,0.888973,0.823875,0.195853,0.888838,0.653517
3,0.824731,0.409538,0.830386,0.180324,1.248168,0.852821,0.790693,0.200787,0.852180,0.637782
4,0.802827,0.399186,0.807281,0.186139,1.209622,0.828732,0.761781,0.204874,0.829207,0.628089
5,0.789004,0.393841,0.790327,0.189264,1.183153,0.811414,0.743477,0.202977,0.811133,0.621001
6,0.776332,0.387249,0.778166,0.189883,1.164062,0.800960,0.726203,0.203744,0.800686,0.617655
7,0.767838,0.383076,0.769524,0.189829,1.146513,0.787440,0.718146,0.200757,0.787954,0.612107
8,0.760538,0.379694,0.761688,0.189069,1.127081,0.773733,0.706696,0.200356,0.774439,0.606303
9,0.750202,0.373605,0.753194,0.188998,1.116233,0.767746,0.696976,0.201710,0.768120,0.603367
10,0.745009,0.371978,0.746062,0.189477,1.107029,0.761513,0.691033,0.197850,0.762048,0.601298
11,0.738848,0.368294,0.741108,0.188373,1.099404,0.757353,0.684102,0.197691,0.757426,0.598850
12,0.734338,0.366514,0.735649,0.187814,1.093447,0.754757,0.677379,0.197457,0.754532,0.597439
13,0.728690,0.363658,0.730065,0.187544,1.086990,0.751131,0.671718,0.192182,0.751449,0.596621
14,0.723869,0.361536,0.724666,0.187369,1.081323,0.746678,0.669290,0.189896,0.746110,0.594208
15,0.720474,0.361088,0.718771,0.187944,1.071056,0.741328,0.659456,0.192427,0.741946,0.591732
16,0.713840,0.357903,0.711874,0.188775,1.067171,0.741760,0.650822,0.191719,0.741331,0.592087
17,0.708358,0.356695,0.703327,0.189720,1.060483,0.738816,0.643333,0.190814,0.739898,0.591982
18,0.702112,0.354871,0.694482,0.190488,1.052529,0.735791,0.633477,0.193467,0.736166,0.589129
19,0.696429,0.354120,0.684618,0.191494,1.046992,0.734391,0.625201,0.191849,0.735676,0.589443
20,0.689918,0.352367,0.675101,0.192167,1.039262,0.730298,0.617928,0.192983,0.731286,0.587367
21,0.683883,0.351161,0.665444,0.193032,1.037533,0.733432,0.608200,0.190096,0.734262,0.589189
22,0.676853,0.349465,0.654775,0.193805,1.032820,0.733192,0.599256,0.191786,0.734023,0.589542
0,0.535492,0.535492,1.000000,1.078404,1.078404,0.000000,0.000000,1.077219,0.730696
