epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.205969,0.204507,0.014623,0.035272,0.061925,0.061031,0.008937,0.032704
1,0.093753,0.092761,0.009921,0.038077,0.039377,0.038543,0.008331,0.033655
2,0.086647,0.085719,0.009288,0.038029,0.036035,0.035252,0.007828,0.033835
3,0.084163,0.083268,0.008949,0.038484,0.032622,0.031876,0.007469,0.034621
4,0.079736,0.078892,0.008438,0.040043,0.031811,0.031106,0.007053,0.037003
5,0.080377,0.079546,0.008303,0.040973,0.030223,0.029541,0.006819,0.037274
6,0.077951,0.077153,0.007979,0.042047,0.030224,0.029558,0.006654,0.038415
7,0.076683,0.075898,0.007852,0.042452,0.029596,0.028948,0.006485,0.038800
8,0.077578,0.076820,0.007584,0.043517,0.028905,0.028284,0.006212,0.039787
9,0.079385,0.078646,0.007387,0.044294,0.028357,0.027746,0.006107,0.040825
10,0.082234,0.081498,0.007360,0.045612,0.027717,0.027114,0.006034,0.042318
11,0.078094,0.077357,0.007367,0.046688,0.028577,0.027971,0.006059,0.043058
12,0.077847,0.077117,0.007299,0.048216,0.027356,0.026756,0.005999,0.044099
13,0.077434,0.076719,0.007152,0.048896,0.028536,0.027959,0.005771,0.045355
14,0.077542,0.076843,0.006991,0.051263,0.027317,0.026728,0.005893,0.049308
15,0.079613,0.078909,0.007044,0.052684,0.027708,0.027127,0.005801,0.047243
16,0.076048,0.075362,0.006868,0.052369,0.026735,0.026168,0.005665,0.048228
17,0.076450,0.075777,0.006727,0.053540,0.027637,0.027070,0.005665,0.050458
18,0.073892,0.073215,0.006766,0.054872,0.026884,0.026315,0.005684,0.050549
19,0.077134,0.076462,0.006722,0.055506,0.026510,0.025974,0.005356,0.051503
20,0.075005,0.074342,0.006639,0.056547,0.027001,0.026457,0.005438,0.052754
21,0.077079,0.076419,0.006602,0.057186,0.026935,0.026379,0.005555,0.053029
22,0.076792,0.076130,0.006614,0.057874,0.026618,0.026075,0.005427,0.054039
