loss, mse, mae, total_op, ACop, MACop, capacity, firing_rate, energy
0.381589, 0.371824, 0.402281, 173.47 M Ops, 28.40 M Ops, 10.66 M Ops, 0.3932 M, 0.3399 %, 74.61 uJ
