epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.117342,0.070879,0.464636,0.175860,0.093281,0.055268,0.380131,0.179391
1,0.081242,0.047444,0.337977,0.203331,0.067205,0.036958,0.302468,0.199221
2,0.066002,0.035653,0.303489,0.214320,0.056818,0.024868,0.319500,0.207251
3,0.059183,0.028755,0.304285,0.226292,0.044932,0.018218,0.267143,0.228004
4,0.050916,0.025257,0.256591,0.240599,0.037644,0.014851,0.227931,0.236518
5,0.046218,0.023344,0.228740,0.248049,0.033880,0.012893,0.209874,0.238583
6,0.043580,0.022169,0.214115,0.251399,0.031366,0.011825,0.195411,0.241262
7,0.041794,0.021418,0.203760,0.253934,0.029327,0.011166,0.181613,0.242577
8,0.039930,0.020751,0.191789,0.256559,0.027644,0.010561,0.170835,0.243842
9,0.038863,0.020637,0.182259,0.259062,0.025820,0.010073,0.157465,0.246110
10,0.037329,0.020146,0.171836,0.261773,0.024354,0.009792,0.145628,0.246984
11,0.036445,0.019991,0.164537,0.264242,0.023301,0.009489,0.138119,0.249053
12,0.035386,0.019827,0.155587,0.266421,0.022428,0.009380,0.130480,0.249801
13,0.034476,0.019506,0.149699,0.268139,0.021502,0.009192,0.123102,0.250579
14,0.033786,0.019280,0.145059,0.270156,0.021089,0.009014,0.120742,0.252208
15,0.033559,0.019291,0.142679,0.271826,0.020557,0.008912,0.116445,0.253007
16,0.033179,0.019266,0.139137,0.273868,0.019942,0.008753,0.111893,0.255722
17,0.032423,0.018905,0.135175,0.276487,0.019455,0.008666,0.107888,0.256967
18,0.031955,0.018906,0.130492,0.278974,0.018896,0.008593,0.103032,0.258480
19,0.031629,0.019006,0.126224,0.280792,0.018453,0.008559,0.098938,0.259965
20,0.030857,0.018669,0.121879,0.283091,0.017882,0.008443,0.094386,0.262330
21,0.030666,0.018824,0.118417,0.285194,0.017522,0.008379,0.091429,0.263775
22,0.030152,0.018532,0.116198,0.287324,0.017197,0.008297,0.088997,0.266257
23,0.029960,0.018612,0.113474,0.289601,0.016979,0.008330,0.086489,0.267017
24,0.029647,0.018586,0.110602,0.291205,0.016603,0.008231,0.083716,0.268835
25,0.029509,0.018611,0.108979,0.292096,0.016405,0.008121,0.082849,0.270342
26,0.029469,0.018631,0.108388,0.293497,0.016275,0.008065,0.082100,0.271144
27,0.029084,0.018344,0.107402,0.295014,0.016218,0.008129,0.080890,0.272124
28,0.028996,0.018424,0.105722,0.296721,0.015889,0.007955,0.079347,0.275022
29,0.028868,0.018459,0.104090,0.297917,0.015790,0.008001,0.077896,0.274538
30,0.028414,0.018104,0.103097,0.299195,0.015701,0.008014,0.076879,0.276850
31,0.028616,0.018393,0.102238,0.300693,0.015549,0.007923,0.076263,0.277960
32,0.028369,0.018253,0.101157,0.302517,0.015370,0.007888,0.074821,0.280320
33,0.028229,0.018185,0.100441,0.304485,0.015332,0.007869,0.074633,0.281264
34,0.027950,0.017950,0.100002,0.306163,0.015166,0.007755,0.074101,0.283598
35,0.027936,0.018009,0.099263,0.308201,0.015051,0.007724,0.073264,0.285713
36,0.028055,0.018212,0.098423,0.311027,0.014980,0.007753,0.072272,0.289024
37,0.027886,0.018141,0.097450,0.314154,0.014905,0.007762,0.071424,0.291297
38,0.027692,0.018023,0.096693,0.316471,0.014770,0.007665,0.071049,0.293657
39,0.027516,0.017885,0.096311,0.318452,0.014745,0.007672,0.070731,0.295381
40,0.027750,0.018156,0.095946,0.320862,0.014670,0.007624,0.070460,0.297592
41,0.027428,0.017886,0.095421,0.323191,0.014612,0.007621,0.069915,0.300761
42,0.027378,0.017872,0.095058,0.325850,0.014609,0.007622,0.069870,0.302627
43,0.027532,0.018049,0.094828,0.328234,0.014597,0.007637,0.069601,0.304762
44,0.027500,0.018073,0.094267,0.330619,0.014542,0.007660,0.068814,0.307136
