epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,3.394639,3.260381,0.074193,0.133517,3.399293,3.259143,0.104924,0.139101,"tensor(0.0624, device='cuda:0')","tensor([0.0000, 0.0000, 0.1200, 0.0000, 0.0000, 0.5429, 0.0000, 0.0000, 0.0000,
        0.5806, 0.0000, 0.0000, 0.0323, 0.3529, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0185, device='cuda:0')","tensor(0.0478, device='cuda:0')"
1,3.381374,3.252844,0.077294,0.127756,3.375770,3.257028,0.128483,0.117458,"tensor(0.0400, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0690, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0063, device='cuda:0')","tensor(0.0066, device='cuda:0')"
2,3.335193,3.229399,0.172342,0.104071,3.333903,3.256830,0.517132,0.071902,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
3,3.273973,3.195102,0.675244,0.072119,3.333546,3.265251,0.937944,0.058915,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
4,3.223607,3.157533,0.717023,0.058904,3.355085,3.290172,0.655575,0.058357,"tensor(0.0376, device='cuda:0')","tensor([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.,
        1., 0., 0., 0., 0., 0., 0., 0.], device='cuda:0')","tensor(0.0028, device='cuda:0')","tensor(0.0014, device='cuda:0')"
5,3.182807,3.122578,0.557580,0.054653,3.357627,3.293902,0.521689,0.058508,"tensor(0.0447, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.2000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0121, device='cuda:0')","tensor(0.0130, device='cuda:0')"
6,3.132489,3.074312,0.458303,0.053594,3.317759,3.256855,0.462209,0.056282,"tensor(0.0659, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.8000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0094, device='cuda:0')","tensor(0.0051, device='cuda:0')"
7,3.053084,2.995613,0.418449,0.053286,3.237422,3.178422,0.447132,0.054529,"tensor(0.0706, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0000, 0.0000, 0.0000, 0.9333, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0112, device='cuda:0')","tensor(0.0061, device='cuda:0')"
8,2.937348,2.878022,0.422837,0.055098,3.142377,3.081903,0.457942,0.055894,"tensor(0.0871, device='cuda:0')","tensor([0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0000, 0.0000, 0.0000, 0.2558, 0.0000, 0.0000, 0.0000,
        1.0000, 0.0690, 0.0000, 0.0000, 0.9667, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0309, device='cuda:0')","tensor(0.0442, device='cuda:0')"
9,2.783424,2.721006,0.438989,0.058027,3.041961,2.979409,0.471880,0.057834,"tensor(0.1294, device='cuda:0')","tensor([0.1111, 0.0000, 0.0000, 0.0000, 0.0250, 0.0000, 0.0000, 0.0000, 0.0000,
        0.0000, 0.0000, 0.0588, 0.0000, 0.0000, 0.5814, 0.0000, 0.0000, 0.0000,
        1.0000, 0.5517, 0.0000, 0.0000, 1.0000, 0.0000, 0.0000, 0.0000],
       device='cuda:0')","tensor(0.0646, device='cuda:0')","tensor(0.1154, device='cuda:0')"
