epoch,train_loss,train_ce,train_mse,train_distill,train_consol,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,2.422016,2.199579,0.093775,0.194061,1.899836,2.363876,2.167770,0.106949,0.185412,"tensor(0.1405, device='cuda:2')","tensor([0.0000, 0.0000, 0.4318, 0.0000, 0.0000, 0.3750, 0.1250, 0.0000, 0.0000],
       device='cuda:2')","tensor(0.0726, device='cuda:2')","tensor(0.1496, device='cuda:2')"
1,2.360342,2.146342,0.087134,0.192271,1.301466,2.240697,2.048517,0.100763,0.182104,"tensor(0.5135, device='cuda:2')","tensor([0.0968, 0.1429, 0.9545, 0.4773, 0.4138, 0.9583, 0.9250, 0.0600, 0.0690],
       device='cuda:2')","tensor(0.4022, device='cuda:2')","tensor(0.6941, device='cuda:2')"
2,2.208013,1.997950,0.086998,0.188340,1.302280,2.020073,1.831611,0.112353,0.177226,"tensor(0.8270, device='cuda:2')","tensor([0.8387, 0.7714, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.2600, 0.5172],
       device='cuda:2')","tensor(0.7936, device='cuda:2')","tensor(0.8437, device='cuda:2')"
3,1.979235,1.772799,0.096576,0.183551,1.322711,1.719035,1.533664,0.121584,0.173213,"tensor(0.8865, device='cuda:2')","tensor([0.9355, 0.9143, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.4400, 0.6897],
       device='cuda:2')","tensor(0.8699, device='cuda:2')","tensor(0.8893, device='cuda:2')"
4,1.690654,1.487741,0.106589,0.178568,1.368676,1.351981,1.169847,0.132135,0.168921,"tensor(0.9162, device='cuda:2')","tensor([0.9677, 0.9714, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.5200, 0.8276],
       device='cuda:2')","tensor(0.9047, device='cuda:2')","tensor(0.9141, device='cuda:2')"
5,1.383197,1.181887,0.125617,0.173876,1.487242,0.989388,0.812252,0.139157,0.163221,"tensor(0.9486, device='cuda:2')","tensor([0.9677, 0.9714, 1.0000, 1.0000, 1.0000, 1.0000, 1.0000, 0.7200, 0.8966],
       device='cuda:2')","tensor(0.9426, device='cuda:2')","tensor(0.9422, device='cuda:2')"
6,1.128548,0.934727,0.133437,0.165547,1.492971,0.744893,0.575011,0.149235,0.154958,"tensor(0.9676, device='cuda:2')","tensor([1.0000, 0.9714, 0.9886, 0.9773, 1.0000, 1.0000, 1.0000, 0.8600, 0.9310],
       device='cuda:2')","tensor(0.9660, device='cuda:2')","tensor(0.9646, device='cuda:2')"
7,0.958398,0.771993,0.145609,0.156837,1.500704,0.574630,0.412473,0.153746,0.146782,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9545, 1.0000, 1.0000, 1.0000, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9788, device='cuda:2')","tensor(0.9781, device='cuda:2')"
8,0.845364,0.666459,0.151690,0.148003,1.573325,0.470817,0.315687,0.152740,0.139855,"tensor(0.9784, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9310],
       device='cuda:2')","tensor(0.9777, device='cuda:2')","tensor(0.9772, device='cuda:2')"
9,0.772550,0.602154,0.149625,0.139536,1.589783,0.415341,0.266605,0.155159,0.133220,"tensor(0.9811, device='cuda:2')","tensor([1.0000, 0.9429, 0.9773, 0.9773, 1.0000, 1.0000, 1.0000, 0.9800, 0.9655],
       device='cuda:2')","tensor(0.9816, device='cuda:2')","tensor(0.9810, device='cuda:2')"
