loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.243450, 0.237570, 0.312005, 0.763602, 31469.63 M Ops, 4712.51 M Ops, 361.57 M Ops, 2.8950 M, 0.4081 %, 5904.50 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.243192, 0.237412, 0.311858, 0.763758, 31469.63 M Ops, 4880.81 M Ops, 361.57 M Ops, 2.8950 M, 0.4074 %, 6055.97 uJ
