epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.654813,0.654813,0.587203,1.296508,1.296508,0.802416
1,0.548771,0.548771,0.532718,1.244577,1.244577,0.785091
2,0.528244,0.528244,0.523423,1.221883,1.221883,0.777522
3,0.513534,0.513534,0.517233,1.212724,1.212724,0.773254
4,0.504701,0.504701,0.513451,1.223076,1.223076,0.776967
5,0.496936,0.496936,0.509843,1.225028,1.225028,0.782544
6,0.491981,0.491981,0.508506,1.250449,1.250449,0.789186
7,0.484536,0.484536,0.504788,1.278059,1.278059,0.802977
8,0.481500,0.481500,0.503636,1.286929,1.286929,0.805534
9,0.479376,0.479376,0.502850,1.310063,1.310063,0.813818
