epoch,train_loss,train_ce,train_rec,val_loss,val_ce,val_rec,val_distill,val_mse,val_mae
0,0.502940,0.502940,1.000000,0.772134,0.772134,0.000000,0.000000,1.328483,0.772269
1,0.482410,0.482410,1.000000,0.770065,0.770065,0.000000,0.000000,1.324135,0.770078
2,0.477512,0.477512,1.000000,0.767136,0.767136,0.000000,0.000000,1.319490,0.767305
3,0.474797,0.474797,1.000000,0.765866,0.765866,0.000000,0.000000,1.315121,0.765891
4,0.472077,0.472077,1.000000,0.765565,0.765565,0.000000,0.000000,1.314830,0.765173
5,0.470120,0.470120,1.000000,0.765629,0.765629,0.000000,0.000000,1.311520,0.765172
6,0.468206,0.468206,1.000000,0.766915,0.766915,0.000000,0.000000,1.319532,0.767096
7,0.466435,0.466435,1.000000,0.767673,0.767673,0.000000,0.000000,1.320483,0.767614
0,0.501293,0.501293,1.000000,0.769754,0.769754,0.000000,0.000000,1.322249,0.769886
1,0.481562,0.481562,1.000000,0.767428,0.767428,0.000000,0.000000,1.316797,0.767444
2,0.476577,0.476577,1.000000,0.763892,0.763892,0.000000,0.000000,1.308987,0.764050
3,0.473538,0.473538,1.000000,0.764769,0.764769,0.000000,0.000000,1.310254,0.764800
4,0.470710,0.470710,1.000000,0.763170,0.763170,0.000000,0.000000,1.305888,0.762776
5,0.468588,0.468588,1.000000,0.761862,0.761862,0.000000,0.000000,1.299816,0.761421
6,0.466451,0.466451,1.000000,0.763257,0.763257,0.000000,0.000000,1.307700,0.763424
7,0.464756,0.464756,1.000000,0.763822,0.763822,0.000000,0.000000,1.308702,0.763758
8,0.463892,0.463892,1.000000,0.762997,0.762997,0.000000,0.000000,1.309588,0.763499
