loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.458668,0.472923,0.457898,64.51 M Ops,10.65 M Ops,3.74 M Ops,0.2808 M,0.4491 %,26.80 uJ,0.535991,0.513208,0.566594
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.459100,0.470613,0.458329,63.35 M Ops,10.23 M Ops,2.58 M Ops,0.2805 M,0.4136 %,21.08 uJ,0.538136,0.515714,0.568712
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.455252,0.463003,0.454440,63.35 M Ops,9.41 M Ops,2.58 M Ops,0.2805 M,0.4129 %,20.34 uJ,0.523285,0.507777,0.575685
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.456464,0.466289,0.455640,60.38 M Ops,8.92 M Ops,2.32 M Ops,0.2800 M,0.4204 %,18.71 uJ,0.527712,0.509369,0.572674
loss,mse,mae,total_op,ACop,MACop,capacity,firing_rate,energy,mse_long,mae_long,R2
0.459889,0.470378,0.459086,60.38 M Ops,9.15 M Ops,2.32 M Ops,0.2800 M,0.4139 %,18.92 uJ,0.537886,0.517160,0.568927
