epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,1.412270,0.071437,0.823256,0.076320,1.350111,0.057207,0.750328,0.083560
1,1.290733,0.050512,0.662333,0.088630,1.234152,0.042017,0.645056,0.093122
2,1.179583,0.039825,0.590404,0.097898,1.124101,0.030060,0.599077,0.103875
3,1.074403,0.032261,0.555899,0.107922,1.020174,0.022293,0.572757,0.114413
4,0.975358,0.027724,0.532941,0.117253,0.922632,0.017754,0.552168,0.122694
5,0.882905,0.025143,0.515226,0.124314,0.832263,0.015278,0.536620,0.128481
6,0.798195,0.024004,0.500960,0.129024,0.749779,0.014012,0.523519,0.132421
7,0.721399,0.022974,0.489953,0.132429,0.676074,0.013202,0.513882,0.134646
8,0.654568,0.022489,0.481241,0.134857,0.612340,0.012675,0.506147,0.137042
9,0.598801,0.022175,0.474105,0.136840,0.559527,0.012282,0.498737,0.138739
10,0.554863,0.021819,0.467801,0.138183,0.518373,0.011910,0.492270,0.139323
11,0.523962,0.021682,0.462132,0.139357,0.488934,0.011581,0.486648,0.141055
12,0.504764,0.021507,0.457167,0.140413,0.469923,0.011322,0.482451,0.142094
13,0.493633,0.021063,0.453068,0.141606,0.457869,0.010989,0.477954,0.142820
14,0.488771,0.020872,0.449447,0.142868,0.450777,0.010702,0.474240,0.144927
15,0.485312,0.020487,0.446119,0.144653,0.446365,0.010502,0.470184,0.146109
16,0.484603,0.020591,0.442585,0.147186,0.443913,0.010322,0.466730,0.149473
17,0.482482,0.020356,0.439321,0.150197,0.442247,0.010230,0.463016,0.152039
18,0.480621,0.020182,0.436014,0.153734,0.440075,0.010069,0.459324,0.155856
19,0.479418,0.020145,0.432768,0.157541,0.438048,0.009961,0.455550,0.159829
20,0.477532,0.019963,0.429533,0.161742,0.436683,0.009903,0.452118,0.164054
21,0.476101,0.019868,0.426456,0.166067,0.434891,0.009698,0.449276,0.168713
22,0.474606,0.019761,0.423368,0.170784,0.433229,0.009654,0.445592,0.173705
23,0.473780,0.019782,0.420467,0.175713,0.432100,0.009607,0.442747,0.178723
24,0.473002,0.019799,0.417786,0.180554,0.431164,0.009554,0.439882,0.182956
25,0.470593,0.019466,0.415289,0.185014,0.429383,0.009478,0.437652,0.187720
26,0.470739,0.019662,0.412810,0.189589,0.428467,0.009377,0.435339,0.192726
27,0.469365,0.019526,0.410599,0.193881,0.427715,0.009398,0.433247,0.195902
28,0.469644,0.019719,0.408606,0.197638,0.427171,0.009353,0.430574,0.199840
29,0.468064,0.019521,0.406672,0.200582,0.426162,0.009348,0.428716,0.202372
30,0.467580,0.019531,0.405052,0.203386,0.425536,0.009401,0.426514,0.205001
31,0.467166,0.019552,0.403476,0.206124,0.425394,0.009343,0.425845,0.208278
32,0.466809,0.019564,0.402226,0.208946,0.425291,0.009403,0.424138,0.209978
33,0.465667,0.019408,0.401036,0.211239,0.424124,0.009338,0.423111,0.212747
34,0.465296,0.019400,0.400021,0.213413,0.423619,0.009336,0.421861,0.215020
35,0.465590,0.019530,0.399002,0.215637,0.423850,0.009366,0.420807,0.216165
36,0.465408,0.019550,0.398167,0.216958,0.423294,0.009369,0.419902,0.218474
37,0.464676,0.019465,0.397200,0.219010,0.423199,0.009356,0.419446,0.220637
