head,data,variant,off_minus_full_mse,uniform_minus_full_mse,recent_minus_full_mse,memory_gate,memory_entropy,membrane_diversity,evidence_ratio
flatten,ETTh1,heterogeneous_retrieval,-0.005141698858700454,-0.0016521466478835456,0.0023323252490592603,0.5066027045249939,0.8989363710085551,0.19372227787971497,0.018788705269495647
flatten,ETTh1,homogeneous_retrieval,0.0017967415657087298,-0.0007541511119898425,0.0017668382171736607,0.5146778424580892,0.931180457274119,0.0,0.017911549657583237
flatten,ETTh2,heterogeneous_retrieval,-0.0006155163998659378,-0.0019952634782613443,0.00023138675130827494,0.4983772238095601,0.914276639620463,0.21511738995711008,0.017854504908124607
flatten,ETTh2,homogeneous_retrieval,-0.006660783205339138,-0.002792248649375569,0.001247345553849181,0.50345911582311,0.9413973291714987,0.0,0.017989473417401314
