run_id,data,head,variant,heterogeneous,retrieval,seed,mse,mae,best_epoch,epochs,parameters,seconds,initial_parameter_sha256,log_path,memory_gate,memory_entropy,mean_lag_patches,membrane_diversity,evidence_ratio,spike_rate,persistence_mse,window_mean_mse,off_mse,off_minus_full_mse,uniform_mse,uniform_minus_full_mse,recent_mse,recent_minus_full_mse
ETTh1_p96_flatten_heterogeneous_no_memory_seed7,ETTh1,flatten,heterogeneous_no_memory,True,False,7,0.41819455567820096,0.44096140888115126,1,5,158287,172.0588161945343,f2a41a5ebcd56d016162d2764462a8116872ba4bb751d19d574f36971629fafd,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.13665467500686646,0.0,0.030495985760353506,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_heterogeneous_no_memory_seed13,ETTh1,flatten,heterogeneous_no_memory,True,False,13,0.4279697915479703,0.4457980026598706,2,6,158287,235.02734088897705,ec69b73ae56eed42bcbd4a368a718c2237afefd3f2615b55cfbcf237d9896cba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.1614222377538681,0.0,0.040776466485112906,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_heterogeneous_no_memory_seed21,ETTh1,flatten,heterogeneous_no_memory,True,False,21,0.4258270998890449,0.4458275398354501,7,10,158287,327.01747035980225,8624341bb1e872bf493fb022c28ac97de97fb693ee1765e18a9a09850d088a90,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.2726784348487854,0.0,0.06235717027448118,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_heterogeneous_retrieval_seed7,ETTh1,flatten,heterogeneous_retrieval,True,True,7,0.43145043395147503,0.4507692886661944,4,8,158287,407.99526596069336,f2a41a5ebcd56d016162d2764462a8116872ba4bb751d19d574f36971629fafd,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_heterogeneous_retrieval,0.5076202154159546,0.9025843143463135,9.494594913558103,0.17712333798408508,0.01842738687992096,0.0471639814786613,1.2943705953377025,0.7060436140933205,0.42255161998424684,-0.008898813967228192,0.42732906436320756,-0.004121369588267476,0.4339318581702894,0.0024814242188143654
ETTh1_p96_flatten_heterogeneous_retrieval_seed13,ETTh1,flatten,heterogeneous_retrieval,True,True,13,0.42468791025718866,0.44455941407227184,2,6,158287,302.1631669998169,ec69b73ae56eed42bcbd4a368a718c2237afefd3f2615b55cfbcf237d9896cba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_heterogeneous_retrieval,0.5058810710906982,0.8964486718177795,10.282292163494276,0.1689455211162567,0.019003326073288918,0.04412800166755915,1.2943705953377025,0.7060436140933205,0.4246974720477209,9.561790532242043e-06,0.42477472641423536,8.681615704669854e-05,0.42541652140246794,0.0007286111452792787
ETTh1_p96_flatten_heterogeneous_retrieval_seed21,ETTh1,flatten,heterogeneous_retrieval,True,True,21,0.42964064373552296,0.45021614550697475,7,10,158287,472.5518174171448,8624341bb1e872bf493fb022c28ac97de97fb693ee1765e18a9a09850d088a90,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_heterogeneous_retrieval,0.5063068270683289,0.8977761268615723,10.18593075996614,0.2350979745388031,0.01893540285527706,0.07179062673822045,1.2943705953377025,0.7060436140933205,0.42310479933611755,-0.0065358443994054105,0.4287187572230931,-0.0009218865124298592,0.4334275841186071,0.0037869403830841364
ETTh1_p96_flatten_homogeneous_no_memory_seed7,ETTh1,flatten,homogeneous_no_memory,False,False,7,0.4237245374765003,0.44185972733279205,5,9,158287,302.9955689907074,f2a41a5ebcd56d016162d2764462a8116872ba4bb751d19d574f36971629fafd,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.11508821696043015,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_homogeneous_no_memory_seed13,ETTh1,flatten,homogeneous_no_memory,False,False,13,0.4357113181958493,0.44987745935171486,4,8,158287,261.76126432418823,ec69b73ae56eed42bcbd4a368a718c2237afefd3f2615b55cfbcf237d9896cba,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed13_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.12352518737316132,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_homogeneous_no_memory_seed21,ETTh1,flatten,homogeneous_no_memory,False,False,21,0.43060500522767586,0.4507602696786928,5,9,158287,349.74959540367126,8624341bb1e872bf493fb022c28ac97de97fb693ee1765e18a9a09850d088a90,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed21_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.12278114259243011,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_homogeneous_retrieval_seed7,ETTh1,flatten,homogeneous_retrieval,False,True,7,0.43354365263856254,0.4504231116559536,2,6,158287,300.0731575489044,f2a41a5ebcd56d016162d2764462a8116872ba4bb751d19d574f36971629fafd,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_tcn_v1/forecasting/log/ett-tcn-h96-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+tcn_layers+2+tcn_kernel+3+lr+0.001/seed7_flatten_homogeneous_retrieval,0.5128103494644165,0.937421977519989,10.447902390151285,0.0,0.0188938919454813,0.05521896108984947,1.2943705953377025,0.7060436140933205,0.4445563218193086,0.01101266918074606,0.43289009564845593,-0.0006535569901066074,0.4339125306515502,0.0003688780129876834
