head,data,variant,heterogeneous,retrieval,n,mse,mse_sd,mae,mae_sd
flatten,ETTh1,heterogeneous_no_memory,True,False,3,0.4239971490384054,0.0051381270093511225,0.444195650458824,0.0028009743033890117
flatten,ETTh1,heterogeneous_retrieval,True,True,3,0.4285929959813955,0.00350087218296987,0.448514949415147,0.0034367407125354644
flatten,ETTh1,homogeneous_no_memory,False,False,3,0.43001362030000845,0.00601523317112008,0.44749915212106656,0.004903791642729975
flatten,ETTh1,homogeneous_retrieval,False,True,3,0.4388243512299071,0.008541145612227184,0.45542678098806855,0.008467079119956053
flatten,ETTh2,heterogeneous_no_memory,True,False,3,0.3370198603191868,0.013031452625350822,0.3907858097443733,0.011962788085709056
flatten,ETTh2,heterogeneous_retrieval,True,True,3,0.335220348478789,0.014525116803824718,0.3911662500858168,0.012820618957949488
flatten,ETTh2,homogeneous_no_memory,False,False,3,0.36569888321749144,0.04649411014757052,0.4129016558126375,0.028435938642556946
flatten,ETTh2,homogeneous_retrieval,False,True,3,0.3363008409280254,0.029291540368092693,0.39597682132370443,0.023174366371065996
