head,variant,n,mse,mse_sd,mae,mae_sd
flatten,heterogeneous_no_memory,3,0.3805085046787961,0.003947126173414753,0.41749073010159865,0.00464452750019607
flatten,heterogeneous_retrieval,3,0.3819066722300923,0.008823237378160608,0.41984059975048194,0.007769850801063634
flatten,homogeneous_no_memory,3,0.39785625175875,0.024671691873092486,0.43020040396685205,0.013962822761494425
flatten,homogeneous_retrieval,3,0.3875625960789663,0.013149530869712154,0.42570180115588646,0.009945509129585287
