head,data,seed,False,True,interaction
flatten,ETTh1,7,0.009819115162062242,0.013255878273274069,0.003436763111211827
flatten,ETTh1,13,-0.0014602738278501892,-0.003281881290781663,-0.0018216074629314738
flatten,ETTh1,21,0.018073351455483833,0.0038135438464780846,-0.014259807609005748
flatten,ETTh2,7,-0.04588016451117283,-0.0002765765987277624,0.045603587912445065
flatten,ETTh2,13,-0.0420457257001412,-0.003444129161974785,0.038601596538166416
flatten,ETTh2,21,-0.00026823665708419764,-0.001677829760490912,-0.0014095931034067144
