epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.521599,0.521599,0.518909,0.817173,0.817173,0.627087
1,0.379566,0.379566,0.438243,0.747429,0.747429,0.602866
2,0.359553,0.359553,0.427020,0.726834,0.726834,0.592253
3,0.348001,0.348001,0.419580,0.728381,0.728381,0.591925
4,0.340637,0.340637,0.414692,0.726969,0.726969,0.585512
5,0.335391,0.335391,0.411902,0.714079,0.714079,0.586031
6,0.330840,0.330840,0.409019,0.705820,0.705820,0.581936
7,0.325843,0.325843,0.405891,0.717182,0.717182,0.584387
8,0.325066,0.325066,0.406203,0.715481,0.715481,0.584681
9,0.320576,0.320576,0.403014,0.730422,0.730422,0.587092
10,0.317548,0.317548,0.401413,0.738576,0.738576,0.588643
11,0.316147,0.316147,0.400464,0.739433,0.739433,0.590766
12,0.315471,0.315471,0.400037,0.723378,0.723378,0.586463
