epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,1.604365,0.463829,0.103585,0.893724,1.507980,0.315358,0.105377,0.864956
1,1.479312,0.301513,0.102249,0.892595,1.400297,0.196747,0.104265,0.892737
2,1.384764,0.209038,0.101349,0.901066,1.317668,0.132466,0.103089,0.890193
3,1.312508,0.161808,0.100512,0.896210,1.251126,0.098989,0.104412,0.867361
4,1.249652,0.132518,0.099774,0.888645,1.192157,0.079243,0.101868,0.853247
5,1.194970,0.116600,0.099082,0.879561,1.137265,0.065550,0.102395,0.853394
6,1.142163,0.103351,0.098443,0.870960,1.086483,0.057377,0.104198,0.830285
7,1.095997,0.098528,0.097963,0.867317,1.037261,0.050994,0.100427,0.832329
8,1.048603,0.091187,0.097514,0.856014,0.990623,0.046467,0.104269,0.823732
9,1.004615,0.087136,0.097226,0.853250,0.945077,0.043118,0.099874,0.827789
10,0.967163,0.089005,0.096705,0.847305,0.902432,0.041144,0.101320,0.818809
11,0.926851,0.086225,0.096422,0.839611,0.860532,0.038975,0.102014,0.797509
12,0.889046,0.084778,0.095963,0.832203,0.819678,0.037027,0.100506,0.801628
13,0.855162,0.085518,0.095697,0.825305,0.781119,0.036079,0.097743,0.789323
14,0.816998,0.081249,0.095361,0.815818,0.743928,0.034943,0.099508,0.787946
15,0.787971,0.083282,0.095037,0.807951,0.709088,0.034447,0.099936,0.776451
16,0.757641,0.082682,0.094809,0.799813,0.675320,0.033528,0.101049,0.769562
17,0.727443,0.080963,0.094483,0.789435,0.642478,0.032687,0.096866,0.755484
18,0.698738,0.079170,0.094363,0.779419,0.612285,0.032075,0.098137,0.750236
19,0.676747,0.080490,0.093663,0.769598,0.585378,0.032148,0.099191,0.735835
20,0.656006,0.081132,0.093293,0.761600,0.559617,0.031376,0.103259,0.732063
21,0.631363,0.078474,0.092996,0.751465,0.536619,0.031215,0.105713,0.716987
22,0.612134,0.077962,0.092573,0.740735,0.513701,0.030770,0.102007,0.722522
23,0.600599,0.080367,0.092440,0.730355,0.492315,0.030206,0.095274,0.708447
24,0.580844,0.077790,0.092167,0.721437,0.475512,0.030110,0.097782,0.701337
25,0.569304,0.078487,0.092155,0.710119,0.460512,0.030041,0.097500,0.679809
26,0.560629,0.079865,0.091481,0.701682,0.446740,0.029779,0.095310,0.679663
27,0.545129,0.077465,0.091179,0.693764,0.433984,0.029131,0.095327,0.686272
28,0.535498,0.077063,0.091588,0.684097,0.424951,0.029265,0.095870,0.657172
29,0.530835,0.078415,0.091072,0.675125,0.421238,0.029041,0.105729,0.663298
