epoch,train_loss,train_mse,train_mae,val_loss,val_mse,val_mae
0,0.647691,0.647691,0.584698,1.312466,1.312466,0.812914
1,0.545407,0.545407,0.532251,1.270965,1.270965,0.795756
2,0.527362,0.527362,0.523348,1.228957,1.228957,0.777793
3,0.518199,0.518199,0.519904,1.245431,1.245431,0.785924
4,0.510750,0.510750,0.516057,1.227020,1.227020,0.778526
5,0.508007,0.508007,0.515716,1.237043,1.237043,0.783414
6,0.501533,0.501533,0.512196,1.242421,1.242421,0.786658
7,0.497542,0.497542,0.511303,1.247946,1.247946,0.785513
8,0.493015,0.493015,0.509261,1.258831,1.258831,0.795597
9,0.490430,0.490430,0.508075,1.270690,1.270690,0.799231
10,0.488468,0.488468,0.507485,1.282585,1.282585,0.801152
