epoch,train_loss,train_score,train_rec,train_distill,val_loss,val_score,val_rec,val_distill
0,0.278745,0.213420,0.653247,0.122554,0.191088,0.125021,0.660672,0.078773
1,0.228102,0.163182,0.649194,0.140176,0.160135,0.094373,0.657620,0.135975
2,0.206233,0.141427,0.648056,0.147524,0.143270,0.077708,0.655612,0.138505
3,0.190549,0.125695,0.648530,0.151344,0.137615,0.072292,0.653236,0.143999
4,0.178681,0.113964,0.647165,0.158374,0.128778,0.063080,0.656981,0.148002
5,0.169693,0.104962,0.647306,0.160745,0.120412,0.055162,0.652497,0.148023
6,0.158825,0.094081,0.647435,0.164300,0.115932,0.050617,0.653156,0.154616
7,0.151195,0.086555,0.646398,0.168528,0.110547,0.044971,0.655763,0.163875
8,0.145144,0.080455,0.646886,0.172416,0.106121,0.040989,0.651322,0.158277
9,0.139840,0.075159,0.646811,0.174318,0.102308,0.037230,0.650779,0.163043
10,0.133359,0.068652,0.647072,0.178020,0.102006,0.036760,0.652458,0.164962
11,0.129878,0.065284,0.645945,0.183388,0.099859,0.034846,0.650127,0.171952
12,0.125173,0.060684,0.644890,0.191246,0.097023,0.032096,0.649268,0.178560
13,0.121678,0.057493,0.641845,0.201488,0.094412,0.029988,0.644240,0.176286
14,0.119266,0.055477,0.637891,0.208059,0.094461,0.030789,0.636724,0.174785
15,0.117726,0.054186,0.635400,0.215848,0.090043,0.027088,0.629550,0.187096
16,0.113732,0.050419,0.633132,0.218595,0.089891,0.027293,0.625980,0.187751
17,0.107861,0.044752,0.631085,0.224269,0.090153,0.027214,0.629389,0.193924
18,0.141725,0.078644,0.630810,0.226815,0.100494,0.037533,0.629615,0.202563
0,0.285041,0.219593,0.654488,0.115857,0.233855,0.167644,0.662119,0.018139
1,0.243713,0.178647,0.650655,0.129744,0.189399,0.123193,0.662065,0.077922
2,0.224266,0.159349,0.649174,0.140244,0.164615,0.099116,0.654997,0.127488
3,0.210418,0.145718,0.647000,0.146287,0.156176,0.090709,0.654662,0.140074
4,0.202336,0.137635,0.647016,0.150945,0.145267,0.079732,0.655357,0.142734
5,0.190029,0.125228,0.648017,0.153254,0.137700,0.072511,0.651896,0.139269
6,0.181366,0.116515,0.648505,0.152973,0.131697,0.066266,0.654309,0.142115
7,0.174326,0.109622,0.647035,0.156728,0.126490,0.060837,0.656535,0.151829
8,0.165929,0.101176,0.647532,0.161317,0.122757,0.057131,0.656261,0.147063
9,0.156272,0.091477,0.647948,0.162301,0.119553,0.054252,0.653011,0.148555
10,0.153566,0.088826,0.647408,0.163601,0.114547,0.049507,0.650403,0.157271
11,0.147480,0.082661,0.648186,0.166116,0.112380,0.047132,0.652482,0.150426
12,0.141311,0.076514,0.647979,0.166165,0.110138,0.044722,0.654163,0.155392
13,0.143780,0.079082,0.646982,0.169865,0.106575,0.040950,0.656246,0.156596
14,0.136411,0.071657,0.647546,0.172300,0.104754,0.039163,0.655917,0.157750
15,0.135455,0.070933,0.645226,0.174099,0.103415,0.037634,0.657817,0.163647
16,0.129339,0.064709,0.646303,0.177264,0.101797,0.036242,0.655548,0.161318
17,0.128479,0.063816,0.646632,0.177248,0.099283,0.034144,0.651396,0.163472
18,0.131272,0.066620,0.646518,0.177348,0.098413,0.033282,0.651309,0.162873
19,0.127630,0.062970,0.646599,0.179442,0.097184,0.031533,0.656514,0.161863
20,0.122298,0.057700,0.645975,0.180339,0.095726,0.030640,0.650860,0.166086
21,0.119381,0.054693,0.646882,0.181639,0.094949,0.029739,0.652097,0.169297
22,0.122620,0.058255,0.643647,0.187748,0.093664,0.028516,0.651476,0.172077
23,0.119433,0.055069,0.643640,0.192272,0.093202,0.028552,0.646502,0.172415
24,0.114117,0.050140,0.639772,0.194706,0.092271,0.028300,0.639701,0.170125
25,0.111107,0.047182,0.639250,0.194853,0.091388,0.027334,0.640537,0.167827
26,0.108916,0.045350,0.635664,0.201514,0.089484,0.026324,0.631596,0.182788
27,0.117104,0.053286,0.638181,0.206167,0.091349,0.026109,0.652397,0.174171
28,0.111285,0.047390,0.638949,0.207409,0.090813,0.026287,0.645254,0.190516
29,0.115943,0.052221,0.637220,0.211646,0.090500,0.026172,0.643286,0.184574
30,0.107628,0.043894,0.637341,0.212601,0.088962,0.025036,0.639256,0.183115
31,0.105656,0.042262,0.633935,0.214492,0.087848,0.024289,0.635585,0.188336
32,0.104733,0.041146,0.635875,0.216051,0.086874,0.023898,0.629754,0.185323
33,0.104846,0.041800,0.630461,0.216488,0.088348,0.024171,0.641770,0.188430
34,0.104144,0.040963,0.631809,0.218945,0.086563,0.023850,0.627130,0.196020
35,0.101597,0.038316,0.632804,0.217754,0.086373,0.023656,0.627170,0.187609
36,0.101426,0.038498,0.629283,0.219414,0.086466,0.023895,0.625712,0.187793
37,0.104252,0.041487,0.627658,0.221154,0.084909,0.022980,0.619292,0.194186
38,0.097119,0.034120,0.629988,0.221280,0.085271,0.023223,0.620472,0.190622
39,0.102830,0.039619,0.632111,0.221572,0.085277,0.022730,0.625473,0.192059
40,0.105374,0.042646,0.627276,0.223605,0.084535,0.021931,0.626035,0.192054
41,0.102378,0.039457,0.629212,0.225553,0.085468,0.023025,0.624435,0.194016
42,0.102338,0.039661,0.626768,0.225250,0.084152,0.021997,0.621550,0.200192
43,0.101083,0.038612,0.624715,0.224688,0.084246,0.022091,0.621556,0.198702
0,0.252574,0.220535,0.320394,0.124780,0.207132,0.167488,0.396433,0.018295
1,0.204015,0.179061,0.249538,0.150612,0.160250,0.123005,0.372445,0.081717
2,0.181784,0.160521,0.212623,0.160525,0.118733,0.098691,0.200415,0.152917
3,0.166201,0.147072,0.191288,0.165284,0.108271,0.090266,0.180048,0.159113
4,0.153602,0.135995,0.176064,0.169935,0.096118,0.079371,0.167470,0.161511
5,0.140839,0.124386,0.164535,0.174490,0.087392,0.071877,0.155159,0.165057
6,0.131040,0.115599,0.154415,0.178672,0.080358,0.065907,0.144510,0.168513
7,0.120970,0.106329,0.146403,0.181241,0.073875,0.060352,0.135230,0.171179
8,0.120129,0.106119,0.140099,0.183125,0.069511,0.056466,0.130457,0.172707
9,0.109153,0.095648,0.135046,0.184980,0.065973,0.053688,0.122852,0.173902
10,0.111222,0.098190,0.130326,0.186719,0.060919,0.049091,0.118278,0.175270
11,0.106006,0.093415,0.125915,0.189095,0.057758,0.046565,0.111929,0.177339
12,0.091024,0.078797,0.122273,0.190776,0.054652,0.043885,0.107662,0.176848
13,0.093556,0.081597,0.119590,0.192009,0.051427,0.040907,0.105206,0.177876
14,0.098402,0.086672,0.117304,0.192952,0.048654,0.038521,0.101336,0.179688
15,0.081184,0.069631,0.115522,0.194323,0.047395,0.037311,0.100840,0.179864
16,0.096620,0.084928,0.116920,0.194705,0.046329,0.035506,0.108237,0.179038
17,0.076036,0.063932,0.121035,0.197747,0.044323,0.033882,0.104404,0.183973
18,0.080100,0.068494,0.116061,0.200369,0.042630,0.033070,0.095607,0.186319
19,0.071439,0.060406,0.110335,0.203690,0.040715,0.031359,0.093562,0.185723
20,0.069737,0.058867,0.108701,0.204765,0.040019,0.030771,0.092481,0.189361
21,0.071757,0.060959,0.107977,0.205881,0.038687,0.029384,0.093028,0.187696
22,0.066759,0.055942,0.108164,0.207223,0.037566,0.028297,0.092697,0.187476
23,0.070186,0.059478,0.107080,0.209964,0.037409,0.028288,0.091211,0.191064
24,0.067612,0.056957,0.106556,0.211556,0.036967,0.028042,0.089249,0.189924
25,0.058530,0.048068,0.104614,0.213591,0.035494,0.026807,0.086875,0.193648
26,0.059835,0.049578,0.102573,0.214432,0.034476,0.026052,0.084242,0.192444
27,0.058707,0.048633,0.100746,0.215225,0.034158,0.025866,0.082917,0.196070
28,0.072531,0.062649,0.098825,0.216610,0.034065,0.025926,0.081386,0.193614
29,0.059470,0.049707,0.097632,0.217143,0.033457,0.025496,0.079613,0.194234
30,0.055068,0.045404,0.096644,0.217458,0.032916,0.025041,0.078747,0.195271
31,0.056982,0.047351,0.096303,0.218073,0.031719,0.023849,0.078705,0.194697
32,0.048555,0.039063,0.094929,0.218118,0.031213,0.023525,0.076873,0.193594
33,0.053611,0.044235,0.093764,0.218827,0.031488,0.023946,0.075426,0.192829
34,0.051646,0.042387,0.092594,0.218471,0.031303,0.023899,0.074039,0.192748
35,0.053446,0.044306,0.091393,0.218684,0.030534,0.023258,0.072764,0.192594
36,0.053518,0.044441,0.090775,0.217924,0.031150,0.023885,0.072653,0.192618
37,0.049292,0.040222,0.090699,0.218491,0.029588,0.022336,0.072522,0.193692
38,0.048930,0.039959,0.089706,0.218413,0.029825,0.022703,0.071222,0.191163
39,0.051510,0.042628,0.088822,0.218288,0.029075,0.022053,0.070221,0.192840
40,0.045408,0.036568,0.088405,0.217465,0.028720,0.021765,0.069553,0.191029
41,0.066569,0.057750,0.088190,0.217627,0.028881,0.021939,0.069426,0.192120
42,0.045541,0.036770,0.087711,0.217708,0.028344,0.021415,0.069293,0.190285
43,0.048669,0.039969,0.086998,0.217213,0.027878,0.021034,0.068443,0.190930
44,0.046010,0.037349,0.086611,0.217160,0.027474,0.020602,0.068714,0.195494
45,0.041445,0.032858,0.085866,0.216730,0.028069,0.021333,0.067364,0.188250
46,0.047583,0.039015,0.085674,0.217094,0.027371,0.020658,0.067127,0.194828
