accuracy, precision, recall, f-score
0.989547, 0.881681, 0.864522, 0.873017
accuracy, precision, recall, f-score
0.989935, 0.881932, 0.874983, 0.878444
accuracy, precision, recall, f-score
0.988718, 0.877304, 0.847032, 0.861902
