loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.838251, 0.836871, 0.688267, 0.482159, 84.32 M Ops, 12.95 M Ops, 2.24 M Ops, 0.5599 M, 0.3965 %, 21.96 uJ
loss, mse, mae, R2, total_op, ACop, MACop, capacity, firing_rate, energy
0.832210, 0.844701, 0.691464, 0.477314, 84.32 M Ops, 13.24 M Ops, 2.24 M Ops, 0.5599 M, 0.3958 %, 22.23 uJ
