run_id,data,head,variant,heterogeneous,retrieval,seed,mse,mae,best_epoch,epochs,parameters,seconds,initial_parameter_sha256,log_path,memory_gate,memory_entropy,mean_lag_patches,membrane_diversity,evidence_ratio,spike_rate,persistence_mse,window_mean_mse,off_mse,off_minus_full_mse,uniform_mse,uniform_minus_full_mse,recent_mse,recent_minus_full_mse
ETTh1_p96_flatten_heterogeneous_no_memory_seed7,ETTh1,flatten,heterogeneous_no_memory,True,False,7,0.4212993181292921,0.4416654998640337,7,10,133573,19.762920379638672,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.13173939287662506,0.0,0.029924665694124997,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_heterogeneous_no_memory_seed13,ETTh1,flatten,heterogeneous_no_memory,True,False,13,0.4324931521006992,0.44880423435217076,6,10,133573,21.757811546325684,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.13094457983970642,0.0,0.03130314510781318,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_heterogeneous_no_memory_seed21,ETTh1,flatten,heterogeneous_no_memory,True,False,21,0.4189666204790852,0.43843203669528136,6,10,133573,20.39091658592224,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_no_memory,0.0,0.0,0.0,0.1350826621055603,0.0,0.028466464253142476,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_heterogeneous_retrieval_seed7,ETTh1,flatten,heterogeneous_retrieval,True,True,7,0.42291676222201197,0.44125944728019484,7,10,133573,52.40341925621033,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_heterogeneous_retrieval,0.5217233300209045,0.9148961901664734,10.634997060202295,0.13444025814533234,0.02013431489467621,0.030841437517665327,1.2943705953377025,0.7060436140933205,0.4253662283061913,0.0024494660841793414,0.42334016107874756,0.00042339885673559063,0.42453782906210197,0.001621066840090002
ETTh1_p96_flatten_heterogeneous_retrieval_seed13,ETTh1,flatten,heterogeneous_retrieval,True,True,13,0.4360792739896351,0.45069145257494986,6,10,133573,54.351420164108276,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_heterogeneous_retrieval,0.5186802744865417,0.8918777108192444,11.060775569756515,0.13539564609527588,0.01989343948662281,0.03195086610503495,1.2943705953377025,0.7060436140933205,0.43993501434957216,0.0038557403599370765,0.4373839408858461,0.0013046668962110042,0.43782700041022554,0.0017477264205904564
ETTh1_p96_flatten_heterogeneous_retrieval_seed21,ETTh1,flatten,heterogeneous_retrieval,True,True,21,0.4193928821054736,0.43855622986649095,6,10,133573,48.02421689033508,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_heterogeneous_retrieval,0.5129799246788025,0.9072461724281311,11.377837053500116,0.13926994800567627,0.019508516415953636,0.029595822328701615,1.2943705953377025,0.7060436140933205,0.422174664679599,0.0027817825741254243,0.4202539819903677,0.0008610998848940787,0.4208315798508119,0.0014386977453382799
ETTh1_p96_flatten_homogeneous_no_memory_seed7,ETTh1,flatten,homogeneous_no_memory,False,False,7,0.4554451509033754,0.4620695048215913,8,10,133573,20.638721227645874,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.041400935500860214,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_homogeneous_no_memory_seed13,ETTh1,flatten,homogeneous_no_memory,False,False,13,0.4579799866773595,0.463489535881997,9,10,133573,21.21422243118286,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.04550648108124733,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_homogeneous_no_memory_seed21,ETTh1,flatten,homogeneous_no_memory,False,False,21,0.4492233876651074,0.45753000282844747,9,10,133573,20.34785485267639,2f236d7fdba6cb074b64eb6e93289eb6e40223f050eeae3ed6a016cb6113bf70,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed21_flatten_homogeneous_no_memory,0.0,0.0,0.0,0.0,0.0,0.04626381769776344,1.2943705953377025,0.7060436140933205,,,,,,
ETTh1_p96_flatten_homogeneous_retrieval_seed7,ETTh1,flatten,homogeneous_retrieval,False,True,7,0.4481480426276051,0.45706599689176136,8,10,133573,53.381699323654175,bd00433801a35f021af7c73a214fbf93faddbb68169224bfe7fc8f7f155a1363,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed7_flatten_homogeneous_retrieval,0.5471380949020386,0.9297489523887634,10.702674884931184,0.0,0.020458171144127846,0.0403645820915699,1.2943705953377025,0.7060436140933205,0.45517973996875755,0.007031697341152443,0.4474504804360552,-0.0006975621915499275,0.4488081022112911,0.0006600595836859791
ETTh1_p96_flatten_homogeneous_retrieval_seed13,ETTh1,flatten,homogeneous_retrieval,False,True,13,0.46779018420403334,0.4688258214817778,9,10,133573,53.616886138916016,ae5705ce67dcab92dac738fce77fbb8c5a5abf304f26d4f96cfe0d20e77347d3,/home/yschoi/CLS_spiking_transformer/Bio-inspired-Spiking-Memory-Transformer-for-time-series-representation-learning/NSMT/f_lif_pop_v1/forecasting/log/ett-first-20260914/ETTh1/260914/260914+model+myModel+seq_len+336+pred_len+96+patch_size+8+embed_dim+32+num_population+4+head_dim+32+lr+0.001/seed13_flatten_homogeneous_retrieval,0.5407609343528748,0.9254534244537354,10.680428862571716,0.0,0.020000815391540527,0.041932396590709686,1.2943705953377025,0.7060436140933205,0.4719110708985624,0.004120886694529036,0.4684142232580303,0.0006240390539969387,0.4684005837175346,0.0006103995135012807
