head,data,seed,False,True,interaction
flatten,ETTh1,7,-0.007297108275770292,0.0016174440927198552,0.008914552368490147
flatten,ETTh1,13,0.009810197526673836,0.003586121888935867,-0.006224075637737969
flatten,ETTh1,21,0.014802319310573575,0.00042626162638836895,-0.014376057684185206
flatten,ETTh2,7,-0.014021479510250179,-0.0038864034047592644,0.010135076105490914
flatten,ETTh2,13,-0.060568770487126,-0.01658924951641111,0.04397952097071489
flatten,ETTh2,21,0.00114597819404616,-0.003018465690950156,-0.004164443884996316
last,ETTh1,7,-0.03905626502690418,0.01514705994578125,0.05420332497268543
last,ETTh2,7,-0.0007619348366122436,-0.0037522958501873815,-0.002990361013575138
