head,heterogeneous,seed,delta_mse,delta_mae,relative_mse_pct
flatten,False,7,-0.010659293893010235,-0.006790118636682718,-2.809366488990128
flatten,False,13,-0.025379286480226082,-0.01755743117640271,-6.566001510767361
flatten,False,21,0.007974148752309868,0.00557716294546301,1.8182541627867477
flatten,True,7,-0.0011344796560197046,-0.0016675198197689534,-0.39029808213472683
flatten,True,13,-0.006501563813737621,-0.005371031489261047,-1.7261243194832576
flatten,True,21,-0.0012961020322808936,-0.0013388496102983982,-0.4209123216980637
last,False,7,-0.019909099931758212,-0.01087712877485264,-2.374038717989457
last,True,7,0.005697382047796934,-0.00014258108508391487,0.6620833523356462
