epoch,train_loss,train_ce,train_mse,train_distill,val_loss,val_ce,val_mse,val_distill,val_tot_acc,val_acc,val_f1,val_pre
0,0.787726,0.721545,0.276452,0.063417,0.772070,0.721774,0.312418,0.047172,0.292683,0.510135,0.239945,0.641089
1,0.780241,0.714818,0.272977,0.062693,0.757906,0.707117,0.374285,0.047046,0.278049,0.446065,0.253739,0.377027
2,0.757061,0.694705,0.269402,0.059662,0.730183,0.680644,0.461039,0.044929,0.721951,0.500000,0.419263,0.360976
3,0.722146,0.664992,0.283774,0.054316,0.693693,0.646651,0.579387,0.041248,0.721951,0.500000,0.419263,0.360976
4,0.681275,0.631119,0.328358,0.046873,0.652964,0.609182,0.703561,0.036746,0.721951,0.500000,0.419263,0.360976
5,0.642516,0.598788,0.391599,0.039811,0.613918,0.573272,0.774731,0.032898,0.721951,0.500000,0.419263,0.360976
6,0.613723,0.572974,0.431546,0.036434,0.582757,0.543448,0.790800,0.031401,0.721951,0.500000,0.419263,0.360976
7,0.597628,0.556692,0.463002,0.036306,0.562134,0.522685,0.786046,0.031588,0.721951,0.500000,0.419263,0.360976
8,0.590015,0.548099,0.457950,0.037337,0.549987,0.510806,0.776420,0.031417,0.717073,0.496622,0.417614,0.360294
9,0.585597,0.542385,0.449585,0.038717,0.543157,0.504711,0.726479,0.031181,0.721951,0.505394,0.435753,0.612069
10,0.578619,0.534799,0.435384,0.039467,0.538952,0.501472,0.707865,0.030401,0.731707,0.522937,0.470384,0.740672
11,0.568596,0.524805,0.434253,0.039448,0.537058,0.501231,0.637494,0.029452,0.736585,0.537103,0.500090,0.725830
12,0.555884,0.512946,0.416158,0.038777,0.537902,0.502930,0.706544,0.027907,0.751220,0.563419,0.545059,0.774359
13,0.543248,0.500464,0.425081,0.038533,0.534874,0.503156,0.589972,0.025818,0.751220,0.563419,0.545059,0.774359
14,0.523569,0.480611,0.472143,0.038237,0.533217,0.500169,0.827287,0.024775,0.751220,0.558025,0.533779,0.810596
15,0.498413,0.455780,0.473911,0.037894,0.525077,0.493473,0.673395,0.024869,0.746341,0.554647,0.530479,0.761338
16,0.473008,0.430856,0.440598,0.037746,0.515281,0.484063,0.649241,0.024726,0.741463,0.545875,0.515496,0.745558
17,0.449651,0.406951,0.456102,0.038139,0.519713,0.491995,0.574747,0.021970,0.741463,0.540481,0.502996,0.786013
18,0.437723,0.394875,0.425976,0.038588,0.486172,0.453674,0.541344,0.027084,0.765854,0.605915,0.612354,0.752830
19,0.437486,0.392557,0.444639,0.040483,0.528206,0.499842,0.601192,0.022352,0.760976,0.597143,0.600199,0.743464
20,0.417135,0.374596,0.494961,0.037590,0.493216,0.460966,0.926671,0.022983,0.770732,0.598506,0.599693,0.810770
21,0.412534,0.367251,0.550266,0.039781,0.539790,0.511918,0.572230,0.022150,0.751220,0.649716,0.660431,0.684487
22,0.387658,0.343491,0.517150,0.038995,0.538360,0.509133,0.680499,0.022422,0.795122,0.685514,0.705701,0.763025
23,0.377683,0.337173,0.527751,0.035233,0.507338,0.473861,0.874488,0.024732,0.795122,0.674727,0.696146,0.773267
24,0.360163,0.317319,0.583470,0.037009,0.513746,0.477234,1.021585,0.026296,0.770732,0.674016,0.687064,0.714432
25,0.350368,0.305330,0.576232,0.039276,0.512513,0.476726,0.894262,0.026844,0.785366,0.689545,0.704997,0.737805
26,0.333180,0.287914,0.576070,0.039505,0.550265,0.514236,0.939165,0.026638,0.741463,0.691501,0.686246,0.682213
27,0.320612,0.275599,0.589571,0.039118,0.539721,0.504333,0.713801,0.028250,0.717073,0.685396,0.670601,0.664389
28,0.306523,0.260685,0.569581,0.040143,0.515406,0.477366,0.836900,0.029670,0.751220,0.687470,0.688478,0.689537
29,0.297766,0.251710,0.599390,0.040062,0.582486,0.544776,0.859898,0.029111,0.653659,0.663051,0.625730,0.632311
30,0.290346,0.244007,0.588328,0.040456,0.783805,0.749190,0.748924,0.027126,0.551220,0.619073,0.544444,0.599593
31,0.337641,0.290347,0.559952,0.041695,0.539539,0.490442,1.206677,0.037030,0.765854,0.686818,0.694638,0.706175
32,0.366666,0.318440,0.561396,0.042611,0.597509,0.551043,1.222369,0.034242,0.682927,0.650960,0.635421,0.631370
33,0.336799,0.290934,0.549212,0.040373,0.510480,0.466587,1.045934,0.033433,0.760976,0.694227,0.697340,0.700944
34,0.312769,0.266788,0.538915,0.040592,0.555480,0.513735,1.046871,0.031277,0.712195,0.671230,0.660491,0.655056
35,0.302919,0.256620,0.541272,0.040887,0.642724,0.604879,0.965016,0.028195,0.639024,0.690671,0.625469,0.653718
36,0.288544,0.241794,0.547111,0.041278,0.582842,0.544114,0.856184,0.030166,0.668293,0.694761,0.646408,0.656835
37,0.279640,0.231966,0.538224,0.042292,0.596108,0.558192,0.872738,0.029189,0.663415,0.702169,0.645569,0.662336
38,0.268522,0.221889,0.528356,0.041349,0.703653,0.666558,0.792848,0.029167,0.609756,0.691975,0.603865,0.660569
39,0.263079,0.216978,0.507393,0.041028,0.654328,0.615053,0.756689,0.031708,0.668293,0.732515,0.657123,0.687991
40,0.257857,0.211612,0.494844,0.041297,0.753540,0.714158,0.785895,0.031524,0.629268,0.716275,0.623672,0.680894
41,0.254492,0.207746,0.485285,0.041893,0.726524,0.686608,0.745272,0.032463,0.658537,0.725759,0.648284,0.683195
42,0.252122,0.205314,0.472010,0.042088,0.703193,0.662762,0.717408,0.033257,0.668293,0.732515,0.657123,0.687991
43,0.249886,0.203545,0.466653,0.041674,0.724803,0.684556,0.735679,0.032890,0.648780,0.724395,0.640561,0.683858
44,0.248378,0.202298,0.457791,0.041503,0.711032,0.670785,0.740205,0.032845,0.673171,0.735894,0.661541,0.690431
45,0.247530,0.201431,0.445460,0.041644,0.719196,0.678974,0.738585,0.032835,0.658537,0.714972,0.645714,0.673308
46,0.246992,0.200850,0.437913,0.041763,0.704235,0.663821,0.731157,0.033102,0.663415,0.718350,0.650093,0.675830
47,0.246470,0.200509,0.429996,0.041661,0.722496,0.682212,0.713935,0.033145,0.668293,0.721728,0.654472,0.678381
48,0.246082,0.200135,0.423772,0.041709,0.703277,0.662692,0.719402,0.033390,0.673171,0.719713,0.657387,0.676457
49,0.245803,0.199814,0.414133,0.041848,0.699530,0.658904,0.703326,0.033592,0.678049,0.712304,0.658540,0.670669
50,0.245600,0.199570,0.406815,0.041962,0.703991,0.663698,0.714529,0.033148,0.673171,0.719713,0.657387,0.676457
51,0.245442,0.199362,0.405843,0.042022,0.712014,0.672029,0.700065,0.032984,0.678049,0.723091,0.661750,0.679136
52,0.245156,0.199272,0.397621,0.041907,0.707252,0.666993,0.731067,0.032948,0.678049,0.723091,0.661750,0.679136
53,0.244788,0.199182,0.394105,0.041665,0.720499,0.680712,0.694819,0.032839,0.678049,0.723091,0.661750,0.679136
54,0.244709,0.199086,0.386439,0.041759,0.725792,0.685677,0.717777,0.032937,0.663415,0.707563,0.647160,0.666698
55,0.244819,0.199015,0.384588,0.041958,0.729709,0.689606,0.697015,0.033133,0.668293,0.710941,0.651500,0.669379
56,0.244647,0.198962,0.378716,0.041898,0.729942,0.689463,0.713129,0.033348,0.673171,0.708926,0.654213,0.667857
57,0.244749,0.198933,0.377493,0.042041,0.732798,0.692578,0.677219,0.033448,0.673171,0.719713,0.657387,0.676457
58,0.244536,0.198884,0.368455,0.041967,0.729089,0.688678,0.700510,0.033407,0.668293,0.705548,0.649889,0.665080
59,0.244422,0.198877,0.368764,0.041858,0.726880,0.686522,0.684154,0.033516,0.668293,0.710941,0.651500,0.669379
60,0.244558,0.198835,0.365095,0.042072,0.724636,0.683815,0.708540,0.033735,0.673171,0.708926,0.654213,0.667857
61,0.244636,0.198807,0.366357,0.042165,0.729501,0.688831,0.673465,0.033936,0.678049,0.712304,0.658540,0.670669
62,0.244593,0.198788,0.363504,0.042170,0.733177,0.692286,0.699661,0.033894,0.668293,0.705548,0.649889,0.665080
63,0.244664,0.198824,0.363714,0.042202,0.732339,0.691775,0.673801,0.033826,0.673171,0.714320,0.655842,0.672092
64,0.244499,0.198769,0.355633,0.042174,0.720398,0.679603,0.686297,0.033932,0.678049,0.706911,0.656808,0.666619
65,0.244403,0.198773,0.356459,0.042066,0.713385,0.672439,0.692119,0.034025,0.673171,0.708926,0.654213,0.667857
66,0.244434,0.198739,0.351493,0.042181,0.721105,0.680233,0.689059,0.033982,0.687805,0.719061,0.667208,0.676403
67,0.244652,0.198734,0.350399,0.042414,0.718500,0.677764,0.671263,0.034023,0.678049,0.712304,0.658540,0.670669
68,0.244676,0.198713,0.347993,0.042483,0.714929,0.674148,0.682700,0.033954,0.678049,0.706911,0.656808,0.666619
69,0.244692,0.198714,0.348737,0.042490,0.714772,0.673986,0.672144,0.034064,0.678049,0.712304,0.658540,0.670669
